f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
-2.958052670167209630e+00,2.556959933794077600e+00,-4.086571469503398113e+00,-6.177120650619150943e+00,-4.392069527928333272e+00,-3.825977567303850524e+00,-8.869170622363466094e+00,3.911589693986888605e+00,5.620353946617153262e+00,9.158455073214113895e+00,-1.613978798277154514e+00,-4.422754381556480041e+00,-1.453053806912873336e+00,7.008819592348800143e+00,7.222672785321913480e+00,-2.001933102664378961e+00,-9.752266873732061470e+00,-9.528988676955144399e+00,-5.694311579742243445e+00,1.880783216105629263e+00,-6.694990463718310636e+00,-2.774748699345159775e+00,-8.730105079918256905e+00,2.606151325732791513e+00,-9.670127289612242549e+00,7.480670444980410672e+00,-4.452757755849538590e+00,5.820706964876169565e+00,4.665559147631386239e-01,-1.002042554359016613e+01,5.239209361658275776e-01,2.703391597781914513e+00
-4.670444800699146803e+00,4.419922163685480854e+00,9.572610084744102465e+00,7.510776750539234214e+00,9.610338272661511638e+00,4.925803622837154450e+00,8.355873555434564226e-01,-1.268851963275051897e+00,7.311699779006906930e+00,9.991420399025155774e+00,1.666141590530786365e+00,-1.640389754687523682e+00,-4.666532975499621649e+00,7.306851861609880316e+00,-5.269437933825799725e+00,5.651474705934730558e+00,-2.163774051580767299e+00,5.356995401740567431e+00,4.549819773064360362e+00,3.893126333827015007e+00,3.503131140118671105e+00,-8.090853596833132988e-01,7.345987776943926129e+00,5.249068870595200664e+00,-1.120218954523070964e+00,-8.539679518528314972e+00,-1.501219397376811759e+00,5.296106814805868979e+00,-1.728373483401920874e+00,-2.261290042073947237e+00,3.065853025890676875e+00,-6.471127682012193461e+00
-7.342153964216215023e+00,3.235863682478268277e+00,8.926271768293807085e+00,8.084798352216887807e+00,9.191679401454695864e+00,5.384864059065532338e+00,1.005487215504019982e+00,-1.683638612409832813e+00,8.645462341186327393e+00,8.777292495524802618e+00,6.316835775449474166e-01,-2.585875885037201893e+00,-4.214412601147509818e+00,7.691337981844173832e+00,-6.020723827109556225e+00,5.457680209153897621e+00,-2.932250472133856700e+00,5.076767792360540987e+00,6.047325671864766328e+00,3.778334622182246694e+00,3.281187017133823325e+00,-1.313771032007050144e+00,6.658851437677911989e+00,3.779368474040092796e+00,-1.695331194699434052e+00,-9.792507984034095614e+00,-3.152383159427111448e+00,4.725312254205474183e+00,1.057569267271317726e-01,-2.919658086248834827e+00,3.386871498515714674e+00,-6.581177240384043614e+00
-7.697353781111877069e+00,5.055447530723872873e+00,-7.210682879406583368e+00,-2.922707847786803370e+00,3.841805307355365962e+00,-8.692947066613223583e+00,6.776981790478697754e+00,8.493700671138956437e+00,1.120573900691796965e+01,7.555547011128520118e+00,2.357667815080015217e+00,9.373889185341948149e+00,2.807082960892029799e+00,4.317138238644033343e+00,-8.441235775340224734e+00,-7.756330722713391523e-01,-4.057584225123276767e+00,-2.938387248084087133e+00,-8.399548948133997328e+00,4.323515636886574143e+00,5.225897531964165399e-01,3.326692856110450514e+00,3.878654521990060555e+00,-1.637425113167807922e+00,-7.706723565221437200e-01,-3.148379262721662908e+00,-1.714043601037500419e-01,1.089772989926845348e+01,-3.059207738891120520e+00,-9.360173675352770672e+00,8.152281516031994357e+00,7.354408853366898313e+00
-6.627452873018280677e+00,3.326644991034366505e+00,-2.211857694121428963e+00,4.635410842295452305e+00,7.259664487761495089e+00,-5.739675655411975441e+00,-5.391477349638837069e+00,6.372691410439557558e+00,9.493511294813700374e+00,8.092714240912519230e+00,-2.634274729098743162e+00,-1.743145064111152887e-01,3.268244197241391813e+00,3.695537356482919478e+00,-1.487320775520841742e+00,9.947833901638941656e-01,4.617189741787757207e-01,-8.163748418954305919e+00,5.233838462973074535e+00,7.682252819626899765e+00,-2.345598316963753316e+00,1.179642962525339067e+00,-8.132374126584089424e+00,-2.211136255325390820e+00,7.739534887344350800e+00,1.923424148474077500e+00,-2.452614849647446693e+00,5.443979600879813141e+00,-5.038730890964614240e+00,1.338324330318915845e+00,6.769715884406254602e+00,-1.196625860884309889e+00
9.875735393534184059e-01,5.910839249488302194e+00,-9.402716698550452890e+00,3.465886203157729106e+00,4.848278084752629447e+00,4.710270821413566011e+00,6.125971793009094668e+00,2.478404642803138547e+00,9.332654365376551908e+00,-7.169697767101920860e+00,-9.230530076338004264e+00,2.733281017751810982e+00,-6.866126561393481431e+00,8.408845675768874983e+00,-4.247186919774494918e+00,-7.067421928732661840e+00,-4.006056471891341064e-01,7.893647665784991219e+00,8.033312109026173431e+00,-5.038638110177614315e+00,-3.952784297184758433e+00,-7.467809699523319189e+00,7.673396439197752272e+00,5.386262591218152096e+00,5.135132843853355666e+00,8.708411752210801993e+00,4.907887064325500148e+00,1.810322559744502069e+00,-3.827978065838296029e+00,-7.028956758942466188e+00,-4.875533050580751926e+00,2.800675596207140572e+00
-3.731562716088143716e+00,2.982897032418704519e+00,-2.127606850703917196e+00,-6.047027580743351116e+00,-5.796731421121443795e+00,-1.477983898414100716e+00,-9.037206265381440673e+00,3.674292080696479612e+00,5.813127692815962533e+00,9.288128386257437086e+00,-2.472895958700658703e+00,-3.567568634707024344e+00,-2.671663216160858223e+00,6.097701816741000869e+00,8.251094131266215825e+00,-1.471448900252933401e+00,-9.733456073224068916e+00,-8.645272984654218007e+00,-8.102462746758430256e+00,1.613149389149822754e+00,-8.892803459599020854e+00,-2.910822203245082562e+00,-7.439874302294084529e+00,2.110519850029994426e+00,-8.172762462563586183e+00,7.536584654820837059e+00,-3.889973750769892824e+00,4.077266996154654599e+00,2.785136425997789544e-01,-9.489390732081417923e+00,7.681842107249811091e-01,2.949976663807377442e+00
-6.541225922716038532e+00,4.463851056368094206e+00,-7.817659333322227511e+00,-3.591430688438844054e+00,3.245114911281615555e+00,-6.770180918547659132e+00,6.823077741240560101e+00,7.830758539778119420e+00,9.167781416153953700e+00,7.858618908942299086e+00,4.118506257370611934e+00,9.886397287087364205e+00,4.544487222884441735e+00,3.913603276720628799e+00,-9.631052683050468133e+00,-1.030787366046065801e+00,-5.100085584418851070e+00,-2.554492921172260456e+00,-7.353285273269845490e+00,4.697377203359312858e+00,1.146539615335884665e+00,3.717927918295306000e+00,3.463662514517163338e+00,-2.267371119937547697e+00,-1.217513032984686383e+00,-1.690274305624136497e+00,-3.010411539833929284e-02,1.042249792196071212e+01,-1.451454681274358949e+00,-9.485759812882571751e+00,8.954824567902031518e+00,8.758072300818996681e+00
-5.104360238457272381e+00,4.389925704314637578e+00,8.772113029725881361e+00,9.098550257504793848e+00,9.076232147813312778e+00,7.563888146780634258e+00,2.034768509084181609e+00,-1.020584554729752957e+00,8.691649612314076734e+00,8.942712412834692870e+00,2.510603132601701759e+00,-2.837326177007678307e+00,-3.105489452930842553e+00,6.121726477648901543e+00,-4.116694111876597617e+00,5.176421817378701995e+00,-2.110307028935186402e+00,5.891049386551532763e+00,5.874140179298901643e+00,3.637720661529785460e+00,1.903121517888318959e+00,-3.829296562391695247e-01,6.392492566515527663e+00,4.304305503876714845e+00,-8.100364745791301946e-01,-7.662689855306374476e+00,-1.881807452639482126e+00,4.573098730225079400e+00,-6.183393313314758943e-01,-1.920654792911773878e+00,2.328516678697319264e+00,-6.639412927348109505e+00
-3.546743942303626884e+00,2.894119058489090346e+00,-4.700096922510146769e+00,-5.701358138803026776e+00,-4.906753753637817184e+00,-1.244650317796959893e+00,-8.315405122828297024e+00,2.725843931587826230e+00,5.779270132568266938e+00,9.181996642512602946e+00,-2.569616028380905526e+00,-3.033253832480881762e+00,-2.900528483663001644e+00,7.288176633734518184e+00,6.700558346652450759e+00,-2.751692777068063478e+00,-9.221339683354671024e+00,-1.046414415925675101e+01,-7.525427767196798179e+00,1.835030919868426036e+00,-7.348254665589772472e+00,-3.652254241936642387e+00,-9.750708882989004067e+00,1.253863971184836057e+00,-8.951219170964218819e+00,6.788773040991345376e+00,-3.211172018395021865e+00,4.879091252067210505e+00,1.706803555475699952e+00,-8.729351377162732462e+00,1.384545027546910445e+00,1.286667505569267789e+00
