f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63
-8.605823371924216758e+00,-2.550789606681500565e+00,8.605303445553568409e+00,9.727180324820716706e+00,-6.439182150961079820e+00,9.322662654556678419e+00,-1.023876250436192414e+01,-3.629592096605947393e+00,5.980384516009110030e+00,-8.541083686890139859e+00,-3.444493751088474331e-01,-2.233500254543170804e+00,6.307042895172987329e+00,5.123660534598908356e+00,-2.608929743778957366e+00,-7.741999925213838729e+00,4.148040241754159752e+00,-4.084326515126275314e-01,8.156524262439985407e+00,1.939128922015172840e+00,7.631609634307593204e+00,6.431101033425872693e+00,-1.294469126824392413e+00,-8.987844631772873072e+00,-7.830404236513143879e+00,-4.655140992625681484e+00,7.191643865159147442e-01,2.627548376566935406e+00,1.258883685968280153e+00,-7.050745184427309908e+00,6.533455879860810001e+00,4.804613365306324546e+00,-1.620692364392928742e+00,6.163558650732911204e+00,-9.157850519677731782e+00,-8.423065071947018367e+00,5.174179876560101032e-01,8.570933491587449993e+00,-7.755226944078276397e+00,6.054330626490891376e-01,-7.213043001499879203e+00,-6.482687232788535425e+00,-8.936120420414210841e+00,8.828144336640663781e+00,-7.568939189787133870e-01,-8.548921571979866130e+00,3.192738936500838065e+00,-2.708815812624055797e-01,-1.584551539508594731e+00,4.943056568556882802e+00,-6.320733444298961778e+00,-2.507866475346508750e+00,-5.760362745463925016e+00,-4.101259518721583675e+00,-7.642617711600161456e+00,8.560386627769250856e-02,2.620189800781376199e+00,-7.613238130896184508e+00,-5.646321065062823052e+00,-3.971825202801960497e+00,3.686370096134703900e+00,-3.933326979776572863e+00,-2.123383113687012269e+00,3.774888782942233512e+00
-1.103617012995018953e+01,-1.775613818529225840e+00,7.649520858838561033e+00,7.600676495570865221e+00,-5.102700208012936223e+00,8.577802683951516016e+00,-1.041937377110464347e+01,-3.147790185315915590e+00,5.741346482294819253e+00,-8.943481384783114052e+00,-1.203256904546513795e+00,-2.749952866378224670e+00,6.061411765480365865e+00,3.967780271929692404e+00,-3.493434753318966912e+00,-9.471696819194203698e+00,3.808854491067281689e+00,-1.385729083918685545e+00,7.907239266872294614e+00,7.129146610461241096e-01,8.575080657914138982e+00,6.842924900792223930e+00,-3.246002055104914019e-01,-1.020501252877893350e+01,-7.797303782658034699e+00,-3.866352753555541977e+00,1.586496619749917292e+00,1.039826695219939534e+00,-9.659035385838237175e-01,-7.269628975333043641e+00,7.668423197474311337e+00,4.293261961597115928e+00,-2.621043514271979014e+00,7.307079867070566337e+00,-9.226832994580682623e+00,-9.135787772081393143e+00,-1.025926695335278582e+00,9.106418245596168859e+00,-8.577792749147706175e+00,1.950149008086632829e+00,-8.780294935290447356e+00,-7.334308078707964640e+00,-8.954906990047064141e+00,8.886152158768064524e+00,3.724883471133437762e-01,-7.849367628803218366e+00,2.158763965588767597e+00,3.701096734976593305e-01,-1.074041779599970825e+00,5.790275520882497418e+00,-5.927120692258565526e+00,-3.588950594022944252e+00,-6.112202694570593842e+00,-6.294271997171478894e+00,-5.795199883419371645e+00,7.135752430139212787e-01,4.182296367996035436e+00,-8.747819149034505415e+00,-5.868490740604779710e+00,-3.486946899370587882e+00,5.897926411406854363e+00,-2.423719323846770024e+00,-1.745045139222506592e+00,4.302761567434517431e+00
-9.429557675361246893e+00,-8.103260417713102015e+00,5.139405336752062681e+00,-5.832272923986373314e+00,1.022894625161482374e+01,-3.156183801850484194e+00,6.848883592987629498e+00,-5.252139945470629456e+00,-3.672476327604845103e+00,7.933270952293277611e-01,2.129809711863651422e+00,-2.238632075370012409e+00,-1.257464357108923902e+00,-2.198841259621461930e+00,-2.517978906025661434e+00,-2.092976730406908459e+00,-1.688703099612741454e+00,4.992036285665587769e+00,6.580356234474933785e+00,1.706313972191457973e+00,-2.317505031063326726e+00,-4.602618706463687204e+00,7.326671939578787374e+00,-6.372789751670328684e+00,2.926175283086447365e+00,4.161826483536624544e+00,4.726517177911584433e+00,-2.788785109568906684e+00,-7.826690285680592218e+00,4.460927021209382559e+00,6.988153289949728952e-01,4.202487470118245305e+00,2.730418747570272586e+00,-2.630657665587959215e+00,8.922553919656291299e+00,9.120983702839822627e+00,2.045576343761867477e+00,4.006570290910327792e+00,-8.509985157292240032e+00,6.488945222044141481e+00,1.097737722152575657e+01,-3.484365953954595252e+00,7.425589734954651355e+00,2.596827694469411085e+00,-7.827977956186875641e-01,-6.283466817002258953e-02,5.167629558519183597e+00,-5.115723032057051256e+00,-1.483398168361487857e+00,6.952414100515996509e+00,4.139181102411666480e+00,-2.930856807769958827e+00,-7.667289514849103149e+00,-2.550227907411867001e+00,7.726108952093860616e+00,3.346981800372255567e+00,-5.229448845173925164e-01,1.352107715432979473e+00,-8.725755861284866910e+00,1.013275389624091893e+01,2.374100123220566960e+00,6.077310358651466515e+00,7.802083297836484022e+00,-3.438437291815247931e+00
8.525353429397329208e+00,-5.466620817103716057e+00,-7.599909528247691171e+00,-2.956933907677945061e+00,7.734648218143269638e+00,6.493128303655272937e+00,-4.191165164511753360e+00,-4.645401726452233149e+00,3.017766075742167042e-01,-3.907821987669019226e+00,-9.104848316155305099e+00,2.959819760379130749e+00,6.120833859666041654e-02,-9.587358456749351276e+00,4.144661620996344276e+00,9.718677155592029493e+00,6.862783271326563295e+00,-1.761857903197064701e+00,-3.445557702240318765e+00,-1.355798803936638652e+00,-1.715364962558301398e+00,1.720479599238443846e+00,2.773480017480394189e+00,-7.152455251141866199e+00,6.819968738308952894e+00,4.483317953182429427e+00,-6.496484910601510343e+00,8.365177600266651581e+00,-1.039627924636046963e+01,3.738818115925362395e+00,-6.656588604789125618e+00,-5.605501678569490664e+00,-1.919356720697648289e+00,-1.158984778590137310e+01,-5.059976291116504710e-01,6.803841324077599673e+00,2.900335228798535780e+00,7.918606986944447534e-01,4.772897376200204711e-01,-9.357132032925434828e+00,2.987714177974947649e+00,9.774232028524711069e+00,-5.387370287913819666e+00,2.660746581671801891e+00,5.942741854477096908e+00,4.746433884195961461e+00,-3.095122771692886410e+00,-3.152369376575903548e+00,9.130790079408754423e+00,-4.518765898296846828e+00,-6.353910403286619157e+00,-7.170478049450482061e+00,-7.197716951853315726e-01,-4.681634302005448944e+00,1.483874192587651519e+00,-8.726802400343011357e+00,-3.148164530691225593e+00,-6.268084174941386255e-01,4.923400282078420176e+00,4.692872599273179013e+00,-5.236282216552723412e+00,-1.011198085800723234e+01,-4.134235704837514902e+00,-1.949293870054208178e+00
-8.498857607967053696e+00,-9.810197112512780038e+00,-2.763851177457696373e+00,2.163024320442855863e+00,6.940558466631685519e+00,-3.724099542235996374e+00,-6.797711930944487335e+00,-7.662510973019717397e+00,9.708951801681147131e+00,-7.174188115789638331e+00,-3.387224981342036756e+00,1.409321082654616752e+00,-1.020621653256724670e+01,7.001457591813506021e+00,8.756506414620856660e+00,2.878163316215897716e+00,-7.968365104795121390e+00,-3.468800800348353253e+00,2.575333297269007282e+00,-7.317922259325157164e+00,6.725538676140236927e-01,-5.889213013892939053e+00,9.031889525901178217e+00,2.813281973880181308e+00,-6.367596738954128810e+00,-8.384303838486328431e+00,5.902449564382563629e+00,5.369601211461043633e+00,5.692333008404143690e+00,8.863091009177127333e+00,3.342643305896038974e+00,3.051206997691331413e+00,-5.620860050279797626e+00,4.063255144462383228e+00,8.806747714064773191e+00,7.688237024886511506e+00,1.034584506290377526e+01,6.494279271417397581e+00,8.282479650617353695e-01,-1.993134088541326010e+00,9.240916656737823587e+00,9.905769747380254842e+00,1.259757232869199051e+00,-2.700967779292798188e+00,-3.852528354179679315e+00,6.720159224638173612e+00,-6.860785706625545544e+00,6.685635201479331435e+00,-3.041132549459100609e+00,7.448329971032847219e+00,4.187898374828964876e+00,4.175258854050706070e+00,2.962419672898081391e+00,1.109383661497029161e+00,5.891324623602166355e+00,4.784733572556491232e+00,3.832797013277995379e-01,-9.958869212188600883e+00,-2.879918432370474957e+00,2.991576959446781814e+00,-1.407979561516156330e+00,-3.640076225249190500e+00,2.899730402768301740e+00,-6.813289662583883910e+00
5.720807188321303194e+00,7.183721897161277958e+00,5.069291549715632783e+00,1.603305166288359729e+00,6.750832281692719761e+00,-8.374115466223193138e-01,-4.125807444681255376e+00,6.277446528775456613e+00,5.095316120820090333e+00,-1.214551817624857977e+00,-1.012412867821135087e+01,9.083369091650626004e+00,2.698173007875927620e+00,-9.564292776033218146e+00,-5.037514789707628893e-01,3.064362306367349298e+00,-3.661760528140245441e+00,-4.123223352384469687e-01,3.514225042694532064e-01,1.879442752676375061e+00,7.895543563610428528e+00,4.953630834565501573e+00,6.385925684181768425e+00,1.823059416583197478e+00,3.160647411816347674e+00,5.361145616092992228e+00,1.197632845578676219e+00,5.547042951179082415e+00,9.011225461733214814e+00,5.434886832063301476e+00,1.970957565188222738e-01,-7.663548972675167548e+00,7.636884343640666373e-01,-5.335334148307627089e+00,-7.377473541942894286e+00,5.370820552726964792e+00,-8.618850804435638224e+00,-7.069009562811396918e+00,3.027320148397576016e+00,-9.616550727604205040e-01,-1.282894846215603346e+00,-3.400558350982306521e+00,-9.232808777549252000e+00,-4.545155013489817541e+00,-5.162392859510888776e+00,-9.014027699302891605e+00,5.048529240418735853e+00,-2.776765756661736972e+00,8.075191273162099392e+00,6.759067899483911290e+00,8.779557069447140094e+00,9.353126482822760934e+00,1.247624682535137808e+00,-4.454209850814062399e+00,8.281057150218121166e+00,-9.145488555549089682e+00,-4.316643099301698427e+00,-2.823031493663367364e+00,-1.818021285911759932e+00,8.601653882347147118e+00,1.372079348960346001e+00,-6.093934745772748407e+00,1.400840037658121595e+00,8.925807613540319707e+00
6.584245106874513809e+00,-4.415706108537563068e+00,-8.031043666906667156e+00,-4.227012310504434822e+00,6.717425284788705042e+00,6.855620359027167154e+00,-2.149511483965905523e+00,-5.506590808591302455e+00,-4.110169927968614356e-01,-5.129202321494401140e+00,-8.010421931181392452e+00,3.319200027996797697e+00,1.776425271551236584e-01,-9.572047263016017382e+00,4.497210832387760426e+00,9.306750784383364561e+00,6.512283118100814505e+00,-3.620758806912395933e+00,-3.574303520464695350e+00,-4.424903757313087382e+00,-1.885443633232568139e+00,9.316128641988586923e-01,2.620560004403206911e+00,-5.612717363169386964e+00,6.503934002564654371e+00,4.206608553711721044e+00,-7.181995615254829879e+00,7.172949406748809764e+00,-9.598159218961006545e+00,3.663663303234755197e+00,-6.259054302869160757e+00,-4.227181439796708240e+00,-2.016625843310158483e+00,-1.154160190439831979e+01,-1.297190315356585577e+00,6.228205697995299772e+00,3.807701042341591791e+00,-3.667273044980339236e-01,1.031686196206301087e+00,-9.257408875786875768e+00,2.571996236670988090e+00,1.112369717926133283e+01,-4.498492477244631971e+00,1.630319415982671716e+00,6.071803826170563134e+00,6.586798675551658988e+00,-3.679212219518342764e+00,-3.497345065387697183e+00,9.187298533200806361e+00,-4.367628662849776688e+00,-5.024563326170782496e+00,-8.244032110743070518e+00,-1.134570607884683335e+00,-5.196308447073443304e+00,9.863199502917574524e-01,-9.692767169345676948e+00,-2.172278842527764819e+00,-6.219621379841427933e-01,5.336585841238166594e+00,3.769050628465237196e+00,-5.382982374078868482e+00,-8.505399664945981542e+00,-4.684222883304990148e+00,-2.682280674520214347e+00
-5.508869576770778487e+00,-2.882809948790080457e-01,2.253583785749473378e+00,9.028889928734280090e+00,-2.141702067612079041e+00,6.901204212607110478e+00,3.461454367758291184e+00,5.175593851529994183e+00,4.415980938381185439e+00,7.896238130247879461e+00,-4.632762020360360111e+00,-1.003881290725049347e+01,-4.427050872608537802e+00,-7.925155338606336031e+00,4.889740570906759842e+00,6.645995630811303734e+00,8.736920519475287250e+00,-6.338442956570028430e-01,-1.016652683492900167e+00,-5.710846370906699221e+00,-8.409663801638599168e+00,5.919175583299918664e+00,-7.668303977128894111e+00,6.283202263946853883e+00,8.191100566535073568e+00,-4.337169513883230021e-01,7.613764011612579985e+00,-1.863681360647737817e+00,-5.158322779928837143e+00,3.632695414873222006e+00,-1.132457216437638969e+00,3.026693213562951179e+00,-2.132557281162217766e+00,2.155816681869305640e+00,9.205262810958542374e+00,1.540091721947006498e+00,8.676281910498168770e+00,-6.423080737114926997e+00,-1.063173826750365869e+01,2.410611099240829613e+00,-5.050902949526401287e-01,7.079241856913000674e+00,6.148135270599230928e+00,1.044985009783502861e+01,3.695312206705538394e+00,-3.825809397151138214e+00,6.542875320579358167e+00,-1.700273581544956336e+00,3.594840152667134081e+00,2.315165134657901191e+00,-4.949936641165051388e-01,-7.128566237614688994e+00,-1.142796465460077959e+00,7.308315724632276300e+00,2.618159002927459067e+00,-8.327546940272466003e+00,2.014576994524348574e+00,-7.860836174605887905e+00,1.072159450629095012e+01,9.568784454121910699e+00,4.013156529666674466e+00,-2.710087408944631182e+00,-3.484686051427554609e+00,9.856687097881019710e+00
-6.866497815244015257e+00,-9.089723622138022208e+00,-2.650689920201428684e+00,2.893770622084936406e+00,7.221151166135770794e+00,-4.297076035416971251e+00,-7.114415346703444776e+00,-6.506728664021193431e+00,8.751035108745648827e+00,-5.466869226223420419e+00,-2.776966051329629703e+00,1.697487883885545168e+00,-1.039073734690848383e+01,7.602793079477441651e+00,9.231037211867793246e+00,8.832874943890082209e-01,-8.566102944427461452e+00,-3.859511251881855287e+00,3.956529101892837463e+00,-7.827190137379258061e+00,2.932821227091411131e-01,-3.783977672207386789e+00,1.031397257807747359e+01,3.879404721622948582e+00,-3.922159433952454144e+00,-7.260601059399078849e+00,5.753627244356590786e+00,6.629601576137844177e+00,5.952238436423471057e+00,7.723374650678286102e+00,4.554044490163522418e+00,1.975801882218933159e+00,-7.548233877114457258e+00,2.939938576191187369e+00,8.098620614357182390e+00,6.975395854964062003e+00,1.016177906480414883e+01,6.313717574759133200e+00,8.496800463860404440e-01,-1.298240913984823663e+00,7.070713067112334826e+00,8.519404851867539818e+00,2.507033018245369504e+00,-2.613025024019537401e+00,-4.003192737929740730e+00,7.081567227359984784e+00,-6.680816679310991546e+00,5.700438402840751095e+00,-1.824735874867567276e+00,5.397028452018588496e+00,4.110313361477428984e+00,4.711774154943377368e+00,2.143184819722353307e+00,-1.305538983494919647e-01,8.094049465394105525e+00,3.012091084298144761e+00,-9.090598865134104090e-01,-9.687096993160430713e+00,-2.487922271015684750e+00,4.482818327070241082e+00,-4.078413139921480690e-01,-3.621017220773881107e+00,1.305703425245544169e+00,-7.004167387095725950e+00
-5.249047436194791416e+00,6.067420149507455562e+00,1.611499794103693706e+00,1.800081738500173056e+00,2.776147035800956786e+00,3.276043735879272223e+00,-4.629148906400256003e+00,5.203052844578238023e+00,7.794285552726729627e+00,6.093518422687112412e+00,4.342604598465978682e+00,1.502463703872575218e-01,7.148822692676129797e+00,2.820730794157742416e+00,-3.842357508748833084e+00,5.734087326062025092e-01,-7.130138719860934504e-01,-9.525367958281202974e+00,1.514658270886057867e+00,7.494647690134526030e+00,1.028059369290086522e+01,2.947509002696416136e+00,-8.501234885940554875e+00,-2.297244324518716851e+00,-9.810821244302887933e+00,-7.396131492249006456e+00,2.647254069662909437e+00,-5.820531822085093232e+00,6.199702740773215259e-01,-5.701673749819594628e-01,6.864162964597501748e+00,3.609880883357111880e+00,7.980494989774858716e+00,-3.468811666217975098e+00,-5.007289881418127031e+00,3.138856258422857426e+00,9.135362399873784511e+00,9.312826121413248615e+00,2.491092949600020923e+00,-3.154309438682266098e+00,2.510164428939162029e+00,7.130766685284434026e+00,3.493387901778609361e+00,-9.124107243479437912e+00,-3.350504886035131413e+00,8.245898670477918913e+00,-2.142884940308071862e+00,2.405744377765492104e+00,2.003557984675921055e+00,-7.082539754196822024e+00,-7.194225384149253166e+00,5.767304476080407083e-01,1.022793521886913837e+01,-8.901195175039724461e-01,4.498298706595346808e+00,-6.351561181545132939e+00,-9.652902035395701574e+00,-6.535722007246873133e+00,-5.311668204025076001e+00,-3.889220903551652508e+00,1.702171957060301111e+00,6.293221383584242545e+00,6.905120713551752054e+00,3.339146505637193840e+00
