f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,label
-5.813248235249490747e+00,4.249700250045072458e+00,-7.827630320376729678e+00,-4.262483547785879345e+00,1.828821323202280302e+00,-7.267966800360737167e+00,6.052202505131992538e+00,7.788808069344815621e+00,9.622562838477744407e+00,6.731464858835856546e+00,3.316792072027999971e+00,8.132591590213824162e+00,5.029517305069782118e+00,4.449589564946960785e+00,-8.492819689208307210e+00,-2.531906626335711508e+00,-4.659067506615066634e+00,-3.608187248949586312e+00,-8.817322756541228657e+00,5.819020321176031629e+00,-5.609840864683859341e-01,3.319389216891226013e+00,2.292805884016676288e+00,-2.479913283446729455e+00,-1.215280264085786044e+00,-2.342288916191345827e+00,-7.040494166595081538e-01,8.479781830084839100e+00,-4.075656612492890574e+00,-1.022936538194322864e+01,8.779077839032899178e+00,6.564544362191370830e+00,6.000000000000000000e+00
-2.736972068946124104e+00,3.198683084652462316e+00,-2.088690378301033768e+00,-4.343986451962818407e+00,-5.887389166951324526e+00,-2.268477445298385575e+00,-7.943385158700374760e+00,4.024696684243010303e+00,5.489579043113740120e+00,7.108080920021784266e+00,-2.555189644045064323e+00,-2.900909104552811257e+00,-2.612416848921179202e+00,6.949616481836327964e+00,6.688747392105499401e+00,-1.512352684884309628e+00,-1.101387341937506648e+01,-9.586423844693358731e+00,-7.223660785749324909e+00,1.565021840879736281e+00,-7.454483903799012268e+00,-3.372880714190042983e+00,-7.038991607515237448e+00,3.060213414340345217e+00,-9.457111328075692214e+00,5.853847661062307139e+00,-4.940332400287759107e+00,3.939368710793020867e+00,3.086011120543832309e+00,-8.514988470839018220e+00,1.050381465351569066e+00,4.187160568786401527e+00,7.000000000000000000e+00
-8.999438546562645413e+00,-9.553656708626267147e+00,-5.330991170960485803e+00,1.461076212682633102e+00,5.374921903306313808e+00,-3.975996996272603834e+00,-6.646260990737226315e+00,-7.596316664619076953e+00,1.057067581358158748e+01,-6.812472477678168659e+00,-2.220549242337353846e+00,1.669656189689922243e+00,-8.525343664452067927e+00,6.775768770169959154e+00,7.924246253148424124e+00,9.948438583243606192e-01,-7.727737872107250716e+00,-4.349361456099176237e+00,5.176297021510223750e+00,-6.706741251690846894e+00,9.975448557521393589e-01,-4.529727150385914669e+00,8.839289603863482725e+00,4.013792034346153059e+00,-5.816158447986530255e+00,-8.034845687761050570e+00,3.790879823454437414e+00,7.410752001633755803e+00,5.789484976697497842e+00,9.213104866688732741e+00,2.972504447754745982e+00,1.181173552652116987e+00,4.000000000000000000e+00
7.754033594053799661e-02,7.423366051034085089e+00,-1.002030801898890289e+01,2.543208227540319388e+00,6.903968110162078453e+00,2.911410136286663786e+00,5.648515305969580069e+00,-3.941274283491333907e-01,9.268106013360979389e+00,-7.287611307426486995e+00,-9.647473239870581807e+00,2.411220430020420746e+00,-7.894201350964851649e+00,9.267693365639933845e+00,-3.542008287120739674e+00,-5.400209995840846489e+00,-7.952147801594294796e-01,8.765851255474302661e+00,7.602566888250741783e+00,-5.184390317154921490e+00,-3.260743896291756538e+00,-5.508665913916177992e+00,6.820176903444108873e+00,4.148287467391645222e+00,4.904346429064562862e+00,6.965608646242646529e+00,5.788638303826804332e+00,2.103730002638244390e+00,-4.534373003179544170e+00,-5.559191994905670953e+00,-2.961106161057422526e+00,3.583025698410322590e+00,3.000000000000000000e+00
-8.540256342297478653e+00,-8.372155604614668789e+00,-3.379987937195818581e+00,8.165916339656023037e-01,8.258930904068774836e+00,-4.414106238618252576e+00,-6.289573819570621893e+00,-7.565173203054126105e+00,1.061674130901189450e+01,-6.784727273831111738e+00,-3.956559740947147130e+00,1.651426318941785043e+00,-9.166874863478355451e+00,8.367357574694828770e+00,9.022666930146282738e+00,1.612787472709146464e+00,-7.485016851697035456e+00,-5.864716466194105138e+00,3.898740325318311051e+00,-6.931310682730027040e+00,1.368439594881427634e+00,-3.320606596869828842e+00,9.579241945897859267e+00,3.182847805692553322e+00,-4.693170063734862119e+00,-8.078519447152752164e+00,4.631034583931888271e+00,5.883806828420812707e+00,4.101153886894362444e+00,8.469494724663871210e+00,3.459935612349477996e+00,1.106548591658268466e+00,4.000000000000000000e+00
-1.633035361607439784e+00,9.260345065397064257e-01,-3.444519482121207954e+00,-5.953716951699072446e+00,-5.278117736895702627e+00,-1.051932286432490038e+00,-8.050658634612242182e+00,2.480776320381881117e+00,5.839084177736395098e+00,8.066533698765057991e+00,-2.008139546106843198e+00,-4.298791439164453720e+00,-8.396727719946428525e-01,6.388986816086017484e+00,7.065065410043882110e+00,-1.884833638403549116e+00,-1.044384678715241144e+01,-1.045231585047526579e+01,-6.329860986929728206e+00,1.535914036658967419e+00,-9.108610547663216650e+00,-4.065923747748548145e+00,-9.191147322412946963e+00,3.545537101315019868e+00,-9.410299316987883245e+00,4.984030782752229882e+00,-3.158601040174606300e+00,4.616697190626011249e+00,1.428431148172386145e+00,-8.858474107614332738e+00,5.256177580455738685e-01,4.428678372437399702e+00,7.000000000000000000e+00
6.386450546897187053e+00,-7.738566649362118355e+00,4.689606377440668439e+00,4.356549105286344314e+00,-5.835678491474283192e+00,6.810005570923356899e+00,-7.995087991195259924e-01,9.899744817194976676e+00,-8.848678854253595460e+00,-5.407780586143932311e+00,-8.785503113825919641e+00,2.522914900618108636e+00,2.560315412910257216e+00,1.007741659161904169e+00,-8.490305707833002202e+00,6.668219373385949611e-01,-3.074514951319413214e+00,-6.755200478114954388e-01,-7.062702918963236876e+00,2.391628862593754068e+00,-5.720381923996509244e-02,-1.031006899518063236e+01,3.005100569710632552e+00,8.778661730933597696e+00,7.394412859396835458e+00,1.120561962164186731e+01,1.042112551387835140e+01,7.118920748982488611e+00,-3.319849786993130714e+00,3.878407992207832056e+00,-2.257772779356850279e+00,-7.025469983445555400e+00,1.000000000000000000e+00
1.776181897947668009e+00,6.698152931525306997e+00,-8.740652556869164869e+00,1.913935601518543361e+00,6.019858014192037032e+00,3.692325809329172870e+00,7.194406879040943004e+00,-7.091734163028573512e-02,9.543956485969854242e+00,-8.284667581612712439e+00,-9.076481385234691501e+00,2.720052888654072465e+00,-7.595755755729808101e+00,1.087165981247507496e+01,-2.021490266959941273e+00,-6.788519697167836320e+00,-7.125012820215146370e-01,8.475537572564533662e+00,8.067757412290978536e+00,-5.546310052262107604e+00,-3.296008313299105374e+00,-6.635926148966298399e+00,8.141462668433513628e+00,4.941904006502721103e+00,4.500112500166570939e+00,7.614923376404330924e+00,5.756403043025518862e+00,2.342846303472115643e+00,-3.284353261594344708e+00,-8.835772852825030554e+00,-3.022165431562244375e+00,2.521868732198556895e+00,3.000000000000000000e+00
-6.852022142821765804e+00,6.198080826654708275e+00,-7.933189549352107406e+00,-1.798365051471098930e+00,2.050500649146201226e+00,-8.127351758998221598e+00,5.287796935887216776e+00,1.005751817490493849e+01,1.031617699329999915e+01,8.396371904030869970e+00,1.982030359605747805e+00,1.041118000012057898e+01,5.262426815350414344e+00,4.907518532221592622e+00,-9.020957791835146011e+00,-1.853531541283871320e+00,-4.091928770374086533e+00,-3.533313288948222830e+00,-8.366758452779386346e+00,5.290433346557374961e+00,-9.205972806410001041e-01,3.293609560262545699e+00,2.916391251457675082e+00,-3.281758118650729195e+00,-1.777215658748374061e+00,-6.901177403223901496e-01,-2.320576650023480347e+00,1.013261204452835074e+01,-1.927194132567012108e+00,-9.657165398639765641e+00,7.996757292838762687e+00,7.829659521262618327e+00,6.000000000000000000e+00
-8.297916564237450388e+00,-9.096467226277706430e+00,-3.227594244193612738e+00,1.057839859226339385e-02,7.450774700618492119e+00,-4.520031983669414721e+00,-6.097738917139257531e+00,-8.290436520657046060e+00,8.927933932637930781e+00,-6.746818184850525313e+00,-3.459272677288171227e+00,2.974613650943182641e+00,-1.055141173732470428e+01,8.641343292665050413e+00,8.102771479852290071e+00,2.156396880308188990e+00,-8.483150458135366279e+00,-3.894064508859928164e+00,5.330380785925937559e+00,-6.893843132932828688e+00,1.527645296221905591e+00,-4.763477835985599818e+00,9.364933690405413458e+00,5.146957918084384076e+00,-5.057601679724018418e+00,-7.922425857108340352e+00,3.510612861229549519e+00,4.820359102043510369e+00,5.573815860625595420e+00,7.595808105489350481e+00,3.804131656454846411e+00,1.188300122890754373e+00,4.000000000000000000e+00
