f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,label
-8.607317761283722390e+00,-7.912075851726654285e+00,3.156817699882646266e+00,-3.777291400719768433e+00,1.000832115298486436e+01,-3.225900406763984485e+00,7.804435517859426241e+00,-4.998950689785267798e+00,-1.917773518533765653e+00,-4.806461753393487246e-01,5.897697977753402210e-02,-1.181999697153022666e+00,-2.401402340818850956e+00,-3.130205932492192922e+00,-1.751977966480725346e+00,-8.504269442768811471e-01,-3.370817621558916510e+00,2.795383410175296568e+00,8.441414991742538732e+00,7.733540450727873772e-01,-2.205610387291341734e+00,-5.008193798520940376e+00,7.520291930868532759e+00,-8.095905942315100745e+00,1.235893834205883612e+00,4.583446063549877714e+00,3.531062189281064967e+00,-1.992243647903411796e+00,-8.182457260589785619e+00,5.167095407996333378e+00,-3.249972370435707525e-01,3.953294064574254918e+00,1.659832935673499987e+00,-1.847837902990473458e+00,9.851372293188726204e+00,9.971835492012957047e+00,4.311533513923110350e-01,3.417347249494913086e+00,-8.463639449062617004e+00,9.533854447646495700e+00,1.060599845238622052e+01,-4.205866391500910240e+00,7.452587599263141627e+00,2.003553831376537087e+00,-1.122454222630862697e+00,1.873122284815361138e-01,5.278987993646831356e+00,-5.146912149315066465e+00,9.939432047929495084e-01,6.462428507590999516e+00,2.830701750494128532e+00,-1.601379490495087099e+00,-7.055346383979907543e+00,-1.862694992888189516e+00,8.138888992411763113e+00,3.241501382980851886e+00,-2.437967364781985502e+00,1.176533858748340933e+00,-9.210705862192178017e+00,9.866273756228311598e+00,2.001872289121527260e+00,5.688908641224497131e+00,7.876979589673594795e+00,-3.504184184373130062e+00,1.300000000000000000e+01
-6.730801805196458432e+00,2.928638834866539309e+00,-1.634799626939101191e+00,5.977330738148977751e+00,6.358778282648695601e+00,-4.941532360821311975e+00,-4.912012208515647238e+00,6.074403705048481150e+00,9.166113881292544008e+00,6.831691316644104006e+00,-2.247745238629084596e+00,-2.938585938811237308e-01,3.083890995691891845e+00,4.217427861826218205e+00,-3.456714947445871378e+00,5.175373249779542384e-01,5.680076671080199757e-01,-9.162204038674975237e+00,4.581917751732358823e+00,7.801999831689123255e+00,-5.583973547470781895e-01,3.168428714880783037e+00,-8.619421914047045163e+00,-2.669961415985277586e+00,7.920192946105689025e+00,3.757425506210876343e+00,-1.625258480796553551e+00,4.318859202148157550e+00,-2.702061058860010245e+00,2.119417646888441809e+00,6.687681567507210545e+00,-9.958181130431187356e-02,5.937654662975915265e+00,-6.430917915086701520e+00,2.834536287044111980e+00,5.092743756325178062e+00,-4.807914640822152919e+00,9.338030987774729397e+00,-1.165157858647242861e+00,7.884336235594178177e+00,-9.919601966291461181e+00,-6.129004509517320898e+00,-9.193716911581407913e+00,4.485209557087305399e+00,2.368176271094920793e+00,-5.354595079526971446e-01,-8.983817172331612255e+00,8.568345831847323790e-01,-4.239103654362797791e+00,-1.089779320417229469e+00,-6.764132122465123409e+00,2.200563390617631843e+00,1.377568006494385155e+00,-9.659746255271089765e+00,2.399973677231723723e+00,6.465943758534876018e+00,5.286562850500101440e+00,1.086773920960043682e+01,9.799927489253247970e+00,6.753999203893437553e+00,-4.561042028432305884e+00,1.292339998393609246e+00,2.983842146528155048e-01,-6.485412977548662639e+00,0.000000000000000000e+00
-9.699414577440906626e+00,-3.393216618468034573e-01,7.403210864821445192e+00,9.050127052814358919e+00,-4.986807279334015242e+00,9.428329362962818649e+00,-1.030957284483985603e+01,-3.155441633315493988e+00,6.400364082040544744e+00,-8.748940709696089613e+00,-1.278281233266204797e+00,-1.818353430225361667e+00,8.846516379067903557e+00,5.307956378673285514e+00,-1.477844735810724730e+00,-9.262530533983408532e+00,3.902359431797230993e+00,-9.292982591304853601e-01,8.160736359207003687e+00,1.685054976459796183e+00,9.639689655763543641e+00,8.652343108649999337e+00,-4.201119550863145480e-01,-8.175559689823185039e+00,-9.030008368821752285e+00,-4.526159977159319503e+00,4.813981839347771796e-01,2.184699450509786089e+00,3.781411883038069410e-01,-7.900269598279435534e+00,6.945470661610265495e+00,5.106691234417289671e+00,-1.936121555340705624e+00,6.660487666692319841e+00,-7.856315329578952955e+00,-8.448276247305923192e+00,-8.513824469774020076e-02,9.362634383512382641e+00,-6.487615586818324509e+00,2.628588210633853173e-02,-8.437804343567453458e+00,-7.412556795069257021e+00,-7.410251943902217420e+00,8.363840046048846233e+00,-1.432376346011459800e+00,-8.453519253291423396e+00,3.238464434566608929e+00,2.026558700896561038e-01,-2.369272333133820574e+00,4.211203830166241779e+00,-6.681816640122105966e+00,-2.958210194105731716e+00,-3.502798088953684719e+00,-3.362704095171666463e+00,-5.492074824053984727e+00,6.345240963022424907e-01,3.001204698641467772e+00,-8.499813985775189096e+00,-6.953619026502941836e+00,-3.924209673984492497e+00,3.103737805757109225e+00,-3.226128906002217356e+00,-7.547131961165388647e-01,5.238009058620465730e+00,1.000000000000000000e+01
-7.996241057925492335e+00,-8.666109981993082911e+00,-3.215591202329219911e+00,8.289175435470100828e-01,7.476170786522738254e+00,-5.814823434453904483e+00,-6.890780651892727704e+00,-8.268518400546449598e+00,9.435685350223444345e+00,-6.254792685395472951e+00,-4.314354775700449451e+00,1.294213501856577908e+00,-9.093661134998239248e+00,8.308905096493530706e+00,8.811517850490840686e+00,3.396128475257247370e-01,-8.099906192115133408e+00,-3.821488028375596979e+00,4.362829329466513251e+00,-5.956998824945860527e+00,6.441495084498590762e-01,-5.351026372913890050e+00,7.987583934893901727e+00,4.169375762315148393e+00,-4.472196915021092956e+00,-8.218563282424115712e+00,6.419147650596580768e+00,5.086683254167889245e+00,5.336119105329983903e+00,8.111332931057273044e+00,2.830987120466656126e+00,5.079436150374669889e-01,-4.774810535396496469e+00,4.065050660378147107e+00,8.088734682872583903e+00,7.419259128682250015e+00,8.716462900839951899e+00,6.079851870062968011e+00,1.924771614082057214e+00,6.187867210091790859e-02,8.425436360461819874e+00,8.402259072081800895e+00,2.146317618655838366e+00,-1.548204323925661097e+00,-4.951691535319939774e+00,8.080583506536390459e+00,-4.950200242153941055e+00,3.961229588841529647e+00,-3.144750965595102254e+00,5.440449255140840101e+00,5.633177042748347851e+00,4.837945204024594048e+00,2.573940087304069202e+00,8.593423420108662336e-01,6.080880484885533122e+00,4.329574363656007563e+00,-8.033468758760933248e-01,-9.449079398368105842e+00,-1.897909867973603504e+00,5.806147086225327492e+00,-1.415339389224444133e+00,-4.907094247796426778e+00,1.941289918043061391e+00,-7.437361441523394845e+00,2.000000000000000000e+00
3.264705419594378544e+00,1.742394771517053353e+00,1.568954194675492797e+00,6.070303702609382235e+00,8.735372286694120803e+00,-6.495357388574754864e+00,4.323677718696847805e+00,5.325240569028679261e+00,-4.858326929385994752e+00,7.751728289133575700e+00,5.042553642804574743e-01,1.102919690787075746e+00,-2.730557972694687141e+00,-2.934416783944592044e+00,-3.926667210515624618e+00,9.331980777206648980e+00,-5.386668298290611112e+00,4.634387476997361865e+00,4.067628046106699369e-01,-9.040465908517735016e+00,1.554793007913874092e+00,-6.254133140537647684e+00,-8.291905269163404313e+00,7.744678801061597007e+00,-1.070917429293250578e+01,9.333031319479543342e+00,-2.463593471686099434e+00,-1.739120055368997386e+00,-8.132538880497252265e+00,-8.178118297301534056e+00,-2.798173705281611134e+00,1.495771136492216602e+00,-8.350961697312152765e+00,9.406550295930543371e+00,-5.136846078989433906e+00,5.633927456059851124e+00,-1.748293682915519343e-02,7.401790437453209748e+00,-5.152931211672169276e+00,-1.014177784926000569e+01,-1.968629479172861130e+00,3.001644059624362093e+00,-9.843580536847841955e+00,3.553227891323861520e+00,-3.208948937849104510e+00,2.286442243612887282e+00,-5.233600009346501380e+00,-3.008478996478370249e+00,9.259592367728194162e+00,6.676060619874260915e+00,-6.860206474593675274e+00,3.742190629824531989e+00,7.781741379507419509e+00,5.975481582914284218e+00,-2.338440272333808245e-01,-7.470523847428496289e+00,-1.153484383999954588e+01,6.219498449627756997e+00,-6.879819125490069354e+00,1.260759182390849276e-01,8.719637115923651649e+00,-8.645427264429866199e+00,3.182509635939053005e+00,-4.636309803535243468e-01,7.000000000000000000e+00
-8.492541478592446680e+00,-8.648412546477699081e+00,-2.011762861598480612e+00,1.631613462623815458e+00,7.378640344119625105e+00,-4.372038260105795437e+00,-5.780299249864756739e+00,-7.520949039083562937e+00,1.051061396827388705e+01,-5.232775956587756738e+00,-2.827025204236830014e+00,2.439550822402752672e+00,-9.777438654552845776e+00,7.938896231400005554e+00,1.042455998013283214e+01,8.675779374590364412e-01,-9.156724289923044324e+00,-1.960486608114780926e+00,4.276116525593808504e+00,-7.757628189528118945e+00,7.495566331808072302e-01,-4.690512764359255016e+00,1.121028872963546341e+01,3.886415670706250047e+00,-4.206497243018315402e+00,-6.688030730584094030e+00,6.795692801408822703e+00,6.559542682100762079e+00,6.202536272263293071e+00,8.482587863670186579e+00,3.182345159289578618e+00,1.199697890441470127e+00,-6.665559578706590216e+00,4.471543350672628314e+00,8.449773400463993056e+00,8.671425631216228780e+00,1.029650418237989129e+01,6.365780822378202863e+00,1.031225181408820468e+00,-1.233514450505315274e-01,6.949783717016537743e+00,1.151040114717134166e+01,1.552051534687026280e+00,-2.031870704735840860e+00,-5.189695488948155244e+00,6.191779182138544613e+00,-6.425878845426070463e+00,5.233172038098257595e+00,-3.679091356862857154e+00,6.131595014247100295e+00,6.906578121808392368e+00,3.388365365597194145e+00,1.706546762041169174e+00,-9.225889196433336714e-01,7.337837400214356265e+00,5.485758263200530394e+00,5.511637069361352559e-01,-8.074966926392328048e+00,-3.301476445408523475e+00,4.948878555091365428e+00,-7.544825135555252027e-01,-3.213851494795884278e+00,2.555215136513222518e+00,-8.004656379142121025e+00,2.000000000000000000e+00
-6.809796890893638377e+00,6.534987790830358634e+00,-7.246935234589735764e+00,-2.786268766442366651e+00,1.300029507240493043e+00,-8.228823070920100236e+00,5.999034319303108376e+00,9.619832747227089698e+00,9.841165859257063886e+00,6.960306706221731865e+00,2.517641312275932908e+00,9.060983835913406281e+00,4.503706725969088609e+00,2.944803854083618777e+00,-9.126086352699495308e+00,-7.721933376845462327e-01,-3.812738356248689620e+00,-3.208967292031537966e+00,-6.763827665020745172e+00,5.503765316674127384e+00,9.153311461209262534e-02,3.266117519230673061e+00,2.327830640586069144e+00,-3.031889798477741316e+00,-2.533653904263258871e-01,-2.298655183097333854e+00,1.431928656164228375e+00,1.017247036413838401e+01,-2.780491947793816365e+00,-8.708301907551593501e+00,1.130294424220536165e+01,8.048865191630067528e+00,-3.085182942601611078e+00,2.513059285565457657e+00,-3.431390625965535790e+00,-5.954758581225641834e+00,-5.394818214579672144e+00,-4.668295173872956116e-01,-9.419183888166392293e+00,3.827484481932768468e+00,5.117109378831174560e+00,8.149873712351588750e+00,-2.486408506005199470e+00,-3.698082354067277144e+00,-1.806729920647494936e+00,7.613149688428338280e+00,8.311586720874739598e+00,-2.082256291992322872e+00,-8.589273891328149446e+00,-1.004678939401315851e+01,-7.611074609457579854e+00,1.481204012505049405e+00,-6.515634026186072347e+00,-3.877662344893422652e+00,-8.859653182916369829e+00,2.338423520834633784e+00,-1.000359926689446333e+01,8.981005502230923199e+00,-4.333998544300269984e+00,5.346162224018214282e+00,4.543924681776849717e-01,-8.515865935548770693e+00,8.999085281633216749e-01,3.860003680490856848e+00,3.000000000000000000e+00
-5.691268304548018797e+00,5.871132317626410746e-01,-7.719462747132408431e+00,4.018284044725157322e+00,8.346354917901805948e+00,2.452870304343148788e+00,9.557683860214089222e+00,-6.654000195092417691e+00,-1.179368023468557780e+01,-9.487425076917114231e-01,9.701586179098740104e+00,6.658466668779697173e+00,7.732627756979004729e-01,7.367342792533904117e+00,-5.914709399764453757e+00,-4.241352790703247777e+00,3.441574843075879020e+00,5.142651069588781709e+00,-8.368121492507093251e+00,-3.305180311986961605e+00,2.109504241756817500e+00,7.515517158556221489e+00,-4.253884208613993856e+00,-6.997197263524430610e+00,1.764546821796164622e+00,3.753880319517091557e+00,-3.231943925467546386e+00,7.541295408178400272e+00,8.527153111600146218e+00,4.953838173258546362e+00,-5.107251520935482070e+00,8.726519843284062716e+00,8.332051271045218144e+00,5.349304439968207703e+00,8.116552091395996982e+00,-5.619377693038321020e+00,-1.483240155124731230e-01,5.895957100813824070e+00,1.016235869766695643e+01,2.315525199380092047e+00,9.117966611430947665e+00,5.109597957399024892e+00,-1.063580773485423059e+01,6.958947140064347892e+00,-1.842437694202243348e+00,9.457391885597774106e+00,-1.270104114803945805e+00,-8.108168131355506958e+00,7.787199877095913436e+00,-9.930668977241534634e+00,3.256028424001437216e+00,-8.246391131532226026e+00,-7.154332285057774854e+00,2.753613053935421107e+00,9.731435296431154569e+00,4.424619629047334080e+00,5.258846512102993032e+00,-1.090041445543777243e+00,-6.467588463244370089e+00,-6.587837897340341975e+00,5.695520676889130662e+00,-7.944290004954389417e+00,1.153098177873360441e+00,-7.848363633818472351e+00,6.000000000000000000e+00
-8.641519318422774987e+00,-8.098325907395093282e+00,-3.860970574848519465e+00,8.346226976536132991e-01,6.617525145957892541e+00,-3.554484432512829972e+00,-7.499018446902523394e+00,-7.912422561645201746e+00,9.989439097533139744e+00,-4.895471501305995510e+00,-4.488011601266347128e+00,1.412450353547136439e+00,-9.705106514621366642e+00,7.618961724317919071e+00,1.154720250941634418e+01,1.653554288107276893e+00,-7.457767826563371116e+00,-3.448090163834677035e+00,4.931576732072131541e+00,-8.722955841688291301e+00,1.188954435737927362e+00,-5.336454510529005546e+00,1.044331128233166162e+01,1.631950685748695173e+00,-5.681500131199138437e+00,-6.590720282026989452e+00,6.238197589936241627e+00,5.915773322170629456e+00,5.862002848843181013e+00,8.244229616787750459e+00,3.740132591735868761e+00,2.096237443071127249e+00,-5.932927555253069585e+00,4.511430384093976897e+00,8.476605864102371157e+00,7.589765431662366169e+00,9.744767914971873779e+00,6.880155821663709759e+00,6.237894370495610241e-01,-1.005446744926623337e+00,7.255119225660814131e+00,7.789500419470421377e+00,2.681294179708221925e+00,-3.160130072981639060e+00,-4.260097484917746868e+00,8.075493983587282543e+00,-5.239234018788914149e+00,4.911807284627562886e+00,-1.329587203803143547e+00,7.105204199958567557e+00,5.389366703375493728e+00,3.704565750152350123e+00,2.503957399568413678e+00,1.408895754142805101e+00,6.070801189308912882e+00,4.633109379056554289e+00,-9.597469660775840294e-01,-9.608789992831827220e+00,-3.453527538220305004e+00,4.612314287582305106e+00,-6.801937838208563791e-01,-3.938922527879781477e+00,2.076003174579413635e+00,-7.203814285353532298e+00,2.000000000000000000e+00
7.226596778367394336e+00,7.733670418992496742e+00,3.176894173786512177e+00,7.495286166938626149e-01,6.780622063904550245e+00,-1.707692929319853281e+00,-4.914537351185816583e+00,7.264158223075108722e+00,3.653758152829687411e+00,-2.226561669726943471e+00,-9.089935583231499194e+00,7.693147399179991908e+00,2.656039073946714346e+00,-9.465360292935304898e+00,6.982294779612037150e-01,2.642665504510897989e+00,-4.185994798932200389e+00,-9.215505223308377847e-01,1.382940825174301391e-01,1.942007267878167687e+00,6.847081354429354505e+00,6.245257274069113684e+00,5.669022547808362233e+00,1.702730686517953895e+00,1.102974740467694836e+00,3.933607393989609236e+00,-7.022346926681755086e-01,6.361007891558193350e+00,8.936748842348784194e+00,5.526642755100193760e+00,3.356671964527746077e+00,-5.731194232847908410e+00,-2.650117696271468981e-01,-3.863946416645199555e+00,-8.056260610682581813e+00,6.236705765401128865e+00,-9.676262565751553524e+00,-8.545861493714815182e+00,4.664008779228859147e+00,2.224684458252190189e-01,-2.409713694421530050e+00,-3.915155717473278507e+00,-1.024608807958158962e+01,-3.801974505088807632e+00,-4.396528107999459145e+00,-8.865283276761223519e+00,6.838831769256384696e+00,-2.710396678852027730e+00,6.511499915392144011e+00,6.491061881061477301e+00,8.630856393697969864e+00,9.177603055781379027e+00,2.743879227405705556e+00,-4.605222882075834967e+00,8.807964651173227466e+00,-7.830407152127995651e+00,-5.065901762404135589e+00,-2.282182825120934400e+00,-1.458562658480081264e+00,8.622832166347139449e+00,2.568557200869109991e+00,-6.813624845066317270e+00,2.115860477727899536e+00,9.440805019551760324e+00,1.400000000000000000e+01
