f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,label
-6.388171884810047274e+00,6.115248879845124996e+00,2.795800814611285823e+00,2.606591928725116691e+00,4.467396404289066147e+00,3.821909666258053839e+00,-5.156328826376385344e+00,4.860497122963595373e+00,6.829552646926686066e+00,4.694521629705697308e+00,3.858256319761661057e+00,3.229411253124331305e-01,8.243353211042199646e+00,2.487603033664503194e+00,-3.757617886430974163e+00,-9.355830208970243866e-01,-1.147800653883777944e+00,-9.715208844588531178e+00,1.850563335911320717e+00,7.293660886346625460e+00,9.412920143513428428e+00,2.732308121132390077e+00,-8.985161874109552471e+00,-1.301936263665548488e+00,-9.321553686814146644e+00,-6.953109192901967717e+00,2.924038223190484231e+00,-6.434461905130000936e+00,1.047978948745453831e+00,7.894063892507516833e-01,7.412876199641202035e+00,3.215116929759184394e+00,7.057677365325885965e+00,-4.056104051685425205e+00,-3.936770212670380076e+00,4.151176871109648836e+00,1.026954478016888039e+01,1.064511358261401952e+01,2.240648063790456224e+00,-3.603288581866618046e+00,1.634898460262989239e+00,7.233043326628594727e+00,2.413837270948645752e+00,-7.425450681298761069e+00,-3.512859774912079125e+00,9.625622059293249322e+00,-3.238526478976182066e+00,1.420973870410039863e+00,3.306264729504463928e-01,-5.495825225325821073e+00,-6.448252115841889065e+00,-1.340972485824766913e+00,9.890442567579221134e+00,-1.409484296724709651e+00,3.190636406615614984e+00,-6.798908478649980047e+00,-8.054797162269872857e+00,-7.700313042153520193e+00,-7.838607782664518631e+00,-4.194397765193127015e+00,6.806783153065215641e-01,5.435681158352680065e+00,7.962384583722663223e+00,2.095880606107682453e+00,4.000000000000000000e+00
8.764754942959825712e+00,-6.390998222946763896e+00,-6.825078986804753889e+00,-4.577957641745211248e+00,6.973373907711152953e+00,6.875153986798175687e+00,-3.601848096401550681e+00,-7.699201444541621697e+00,-9.881173223917372184e-01,-6.027297928038295005e+00,-9.211945566733291457e+00,3.403592736798259910e+00,1.007339230964254373e+00,-9.200408959107798879e+00,5.016575091620040006e+00,1.125368619468993359e+01,4.316751987827352366e+00,-3.495120447440962508e+00,-3.426938983483395873e+00,-2.928575838578342694e+00,-5.060521768481047733e-01,7.378236700068562248e-01,2.178895760378043445e+00,-7.198394666642222717e+00,7.957911207687969224e+00,4.153183282663468923e+00,-6.467777746125290328e+00,7.045222412131327161e+00,-1.008590903456468268e+01,2.617693487528184093e+00,-7.483797216910122785e+00,-5.336011715545327938e+00,-3.833112667897365267e+00,-9.675364058369744669e+00,-1.359414445134027094e+00,7.981999963979845347e+00,3.708277917378160371e+00,-1.514947094709231390e-01,9.432304723155995330e-01,-1.130845459246894080e+01,1.478681970414678748e+00,9.663520644026213802e+00,-6.078967154230586090e+00,1.018692681050621829e+00,7.212949303579030413e+00,5.821183934609292621e+00,-2.643416434167691786e+00,-2.173487213085507186e+00,9.210007722911020878e+00,-5.459624239039897908e+00,-6.427904466518982396e+00,-5.818471506022403261e+00,5.407838898249710535e-01,-2.862692501072584328e+00,1.254406829037812754e+00,-9.394356605583551456e+00,-2.832702223786037532e+00,-1.683851558929922776e+00,5.787702622320707313e+00,1.681790750533220358e+00,-4.604390854148572743e+00,-1.144052520525796268e+01,-5.552655754060798365e+00,-7.893786234117865508e-01,9.000000000000000000e+00
-5.875437031586955072e+00,5.512287544708213360e+00,1.729221127516026524e+00,2.305213045249656645e+00,3.325485960447282174e+00,3.489823654740913828e+00,-5.144358449246250409e+00,6.633345676654522904e+00,8.434012524550881906e+00,4.706081210970981310e+00,3.887272041325946947e+00,1.610525886015011787e-01,7.028593316009819070e+00,3.536763294047390538e+00,-2.720847768886465179e+00,7.813720736037493841e-02,-2.917908174582434455e+00,-9.245213086937170033e+00,1.585633188204057964e+00,8.455836845025423543e+00,9.610283453711039314e+00,4.926372911603622562e+00,-9.136211095989759556e+00,-2.039055902364755202e+00,-7.432576563474935227e+00,-7.773028896702545154e+00,1.239425778574663184e+00,-7.196386485212512341e+00,1.683672276104883903e+00,8.692741232247235272e-01,7.636893469548883040e+00,3.782346470370514524e+00,8.001515380219597517e+00,-4.498578512971143084e+00,-6.118000194142636516e+00,2.832008854498673678e+00,7.349226114743610871e+00,9.808707569757819655e+00,2.137143851997315380e+00,-3.197278915328627402e+00,2.988542159174605306e+00,6.666692409832981170e+00,1.179616812064204545e+00,-7.215809003830264245e+00,-5.476618496945758530e+00,1.112778387210003572e+01,-1.061834848662110087e+00,1.946135517065922249e+00,1.136858072938156328e+00,-5.691460494434012141e+00,-8.083473515807400034e+00,6.583260912876158777e-01,9.096228249380068576e+00,-2.636098468733836686e+00,4.641045907138204640e+00,-6.971518128162931482e+00,-8.120621329441936709e+00,-6.203255583131647377e+00,-6.535124330252104485e+00,-4.755916685633977181e+00,1.927768887867379100e+00,5.751859279263062952e+00,5.496381329866032672e+00,2.557014453882755500e+00,4.000000000000000000e+00
-8.180608650416962391e+00,-7.589684137238069006e+00,-2.893535293894459404e+00,1.394102883509892976e+00,6.798315779247506185e+00,-5.372977729823055881e+00,-7.738985713933323574e+00,-7.879009892028111750e+00,9.887700605381875008e+00,-7.466374009137150658e+00,-3.858194179411015501e+00,2.800226556391749888e+00,-9.406767639763575772e+00,8.150994483209849761e+00,9.534164033824437112e+00,2.192259337170941791e+00,-8.800472008171528415e+00,-2.659856493538130362e+00,4.312889762216340905e+00,-6.471277476605166612e+00,3.403478410140929888e-01,-6.154259697627264991e+00,8.669174886072234187e+00,1.253350204247024813e+00,-4.845432988178979272e+00,-6.829719068133924154e+00,5.174352862413105214e+00,6.478639604367370630e+00,5.727645796156197733e+00,9.109750732447025712e+00,2.923957185461114605e+00,2.018489117026875501e+00,-5.527003930072089233e+00,3.495708741443498191e+00,9.520820098840180989e+00,7.896627461418173510e+00,1.104978689117841384e+01,7.677179722593830746e+00,2.377469910658741803e+00,-1.793354976706253989e-01,7.580025350561925279e+00,9.640309885831415571e+00,1.270660241800367185e+00,-2.491036197653519579e+00,-3.033505670588271474e+00,6.333092573700884742e+00,-5.894654077777134127e+00,5.508280257401696467e+00,-3.045284017963289624e+00,5.767457229373786909e+00,6.343415715764495033e+00,4.845655841134814956e+00,3.974123812753797225e+00,6.197074711502897904e-01,4.905371115004506066e+00,5.618805640626685971e+00,-2.209572213559475307e-01,-8.978086027131553237e+00,-1.804866400465744647e+00,4.779205400028236461e+00,-5.986086186267161047e-01,-3.501396285128276276e+00,3.532692087551449589e+00,-8.013351815311640536e+00,2.000000000000000000e+00
2.796129136811868143e+00,1.358118344903643582e+00,1.425395731665922261e+00,5.642752417873555970e+00,7.940566426740142347e+00,-7.168203846534338730e+00,4.364567329432090581e+00,4.551163598219358342e+00,-4.080198783191850254e+00,7.011575013479444785e+00,9.078002307022784434e-01,1.530948001773523082e+00,-3.310440104212866164e+00,-3.208407491947855128e+00,-4.737124948644181544e+00,1.005407762867526245e+01,-5.991220148421927405e+00,2.020858467101315448e+00,1.400845376233483153e+00,-8.380737497726368446e+00,2.177284221189337288e-01,-5.476485121662219235e+00,-7.779727506242318569e+00,6.759772611786519114e+00,-8.864727461209918502e+00,1.076197406874941187e+01,-4.529160132383469595e+00,-2.329536462899948202e+00,-7.654732340578558336e+00,-8.821393775038959717e+00,-6.604822837471930885e-01,1.615920195301724593e+00,-6.328349488361832087e+00,9.854168012558353951e+00,-7.070602226471891960e+00,5.845841432948841287e+00,4.310596904966498277e-01,4.110262381324452541e+00,-4.417395579426546703e+00,-1.037013006931917047e+01,-6.045338560537576456e-01,4.848891404990878229e+00,-9.514148086993451159e+00,4.600107581160293613e+00,-2.610211948444675745e+00,1.156544266469853532e+00,-5.046919533449266027e+00,-4.521241259170996507e+00,8.127133099711175035e+00,6.431090703317647872e+00,-7.152488665180130489e+00,2.863517105987739342e+00,6.063862611912241185e+00,4.969136289698273146e+00,1.373700808710905497e+00,-7.308945040549495786e+00,-7.591406020798364906e+00,7.040524067814304843e+00,-5.935009855140602752e+00,1.153614969791570966e-01,7.936362506668577232e+00,-8.488984805421708302e+00,3.460770452286674015e+00,-9.077713745672895129e-01,7.000000000000000000e+00
5.909834759217672762e+00,2.526468027425281981e+00,5.051064511175300531e+00,6.213678996396375664e-01,7.358862352498094062e+00,-9.522715301695830803e+00,4.948040986824826959e+00,-6.766763919768311375e+00,-1.077739282083892292e+01,-9.082007507230873244e+00,-9.048153371782472476e+00,4.021635848146770664e-01,-1.813501350592018113e+00,9.476651113025383211e+00,-7.271211889068773360e+00,-4.618509219309129499e+00,9.252235996936281737e+00,-2.220685857526444984e+00,6.281997783779806888e+00,1.009488103706297935e+00,7.838413632523899111e+00,6.854358876366847930e+00,5.454104376646985664e+00,-9.322189257927300687e+00,8.906685204226272745e+00,-6.121788068690416917e-01,-4.931250056956619332e+00,8.248850291167467930e+00,-5.382760129813748406e+00,-7.220033728854060584e+00,5.970717622123559387e+00,9.608244409992968471e+00,5.659051966437234071e-02,-7.247480340213103833e-01,-1.051650040275537101e+01,2.320054948078398294e+00,9.384351594212793302e+00,9.569595312958705691e+00,8.902610614962663149e+00,-7.853022224368479520e+00,2.321100704410454352e+00,-2.297813114588445949e+00,-2.896932894706766515e+00,-9.722391830203285679e+00,8.475065086605958697e+00,2.103609217483890070e+00,-1.021496014179000156e+01,7.211121503184450887e+00,5.340742361259792403e+00,-4.272425702170501438e+00,5.766022087934052465e+00,-8.182584157764406507e-01,-1.094937019190352601e+01,-4.943319293059006414e-01,2.080470952857975675e-01,-4.458552019197481897e+00,6.681329495493981696e+00,4.203123604519870327e+00,7.341227295480043935e-01,-1.281967519915865106e+00,1.033535510568032723e-01,-4.623992235415784968e+00,9.875569358613747184e-01,4.414379179203587356e+00,5.000000000000000000e+00
-1.088537443783902159e+00,-9.999360289102980914e+00,-2.687652691046772180e+00,8.943760259989078421e+00,-7.207643807115933221e+00,-7.334871369868674940e+00,6.491659903856047187e+00,3.432253396980048166e+00,-2.039757527468182841e-01,-6.700610326787877824e+00,-4.857361993080685281e+00,8.438001806572900776e+00,-1.671513010042609881e+00,2.490431182366967811e-01,-1.026169672314283332e+01,-3.635091926741147006e+00,-1.705310776579967991e+00,1.909193541873337896e+00,9.702165262556098568e+00,3.264462455386098139e+00,5.251072278155859863e+00,-5.962825510541254204e+00,4.573085235713831409e+00,8.110051814798612924e+00,2.957193137471345157e+00,-2.477567439200078603e+00,-7.731931893124521338e+00,1.946343870589458236e+00,1.108706572631640963e+00,7.590469165802683271e+00,-1.159569698539637983e+00,4.137008822820487652e-01,1.180897785693131752e+00,5.609677536598637992e+00,-8.986636981015353243e+00,4.003570833657237316e+00,4.733373545872169963e+00,4.713692873797944216e+00,5.060162697361989537e+00,5.955031832996880992e-01,8.950498767784132781e+00,-5.909998222244704280e+00,-8.591272984312933403e+00,7.161664255902229215e-01,-8.359090699714021966e+00,9.906488386667618329e+00,-4.408045404079894425e+00,-5.601366556362155080e+00,-8.925761646132562843e-01,8.527150842848643109e+00,7.074468216859289171e+00,-4.827187596729535457e+00,-3.114735816803833490e+00,-6.238394436704627566e+00,7.861304522125845295e+00,5.083397361846804685e+00,5.100484731769096669e+00,9.155625731035824444e+00,5.453098989428253773e+00,1.043205545074959328e+00,-5.075786576406406070e+00,-7.234718256354335075e+00,-2.086949199970014490e+00,3.684221954076243755e+00,1.000000000000000000e+00
7.629389994327951285e+00,2.483007990135270404e+00,2.930194006235712578e+00,9.099602894138175690e-01,7.925153563171386750e+00,-8.971813404704299444e+00,5.500173125798657026e+00,-6.701675993812834520e+00,-7.922993391657963791e+00,-9.392173823274614364e+00,-8.593624470323211639e+00,8.406615969596820115e-02,-2.316106494716474451e+00,9.442539355284266023e+00,-7.602463782696606387e+00,-3.989192069140392594e+00,9.165436861498591270e+00,-2.263115826820719434e+00,7.792393009685991245e+00,1.437903400388383268e+00,8.634159192435831187e+00,7.001512593643022697e+00,6.405250866760212602e+00,-9.595586994211293685e+00,8.874299121375274879e+00,-9.136546766955633281e-02,-7.289929608831088537e+00,7.128425854853779775e+00,-6.303947566869830155e+00,-6.687777650634023630e+00,5.186107536435643262e+00,9.981228937656286604e+00,2.102542366036941335e-01,-2.635369920024432489e+00,-8.170574243005898296e+00,1.892702168198701074e+00,8.831704339082124378e+00,1.103060288272198441e+01,9.164757875890130023e+00,-6.757070547591912835e+00,3.545361489687786083e+00,-2.507628599552612414e+00,-2.743827365793729545e+00,-7.609834794800208080e+00,8.948471209871387444e+00,2.228287414649146925e+00,-8.300337632065524218e+00,8.362942911467103002e+00,5.332230708907962580e+00,-4.737662022652229687e+00,6.702972466959708164e+00,-9.227510864498478238e-01,-1.024990253706240395e+01,-1.998965186196076660e+00,-6.964189142375596386e-01,-5.646253549561173202e+00,6.688209640762807773e+00,3.791948855624587722e+00,1.071991234819783978e+00,1.821599145602285308e+00,1.096487729437568337e+00,-5.249358258679369449e+00,2.406648624889522026e+00,5.191434516968489454e+00,5.000000000000000000e+00
-6.009277273566497435e+00,2.339441993662040531e+00,-8.867031984607350870e-01,6.676138024649216796e+00,6.074265118182447409e+00,-4.030376252882873267e+00,-5.336298271848612274e+00,6.001028249089679356e+00,9.411839526478063434e+00,6.835270172318299586e+00,-4.899221266208754422e+00,1.356957445637383963e-01,3.432350495391234713e+00,3.990706186038608827e+00,-1.708145570451651274e+00,1.481832697962136791e+00,-1.503118034789677981e+00,-9.427604128125492977e+00,4.893510500770354099e+00,8.098121279355495972e+00,-1.136677456580178047e+00,2.980747327118367984e+00,-8.042333333037870347e+00,-2.269666220406837187e+00,8.450744554094713479e+00,4.005364658072041451e+00,-1.922746715640783144e+00,4.779859680130488897e+00,-3.384414028446960820e+00,1.868036246016950619e+00,8.993253225012519891e+00,-6.513612087619091717e-01,7.760674254247921233e+00,-7.851343933826579580e+00,3.135586498117492571e+00,5.385291421966586611e+00,-5.658302927275099314e+00,8.791739529161160860e+00,2.901631424283612759e-01,9.002373858899819226e+00,-7.532038697755391254e+00,-5.323764918146158820e+00,-9.834113976687410386e+00,2.787418551302589975e+00,1.430634489674237120e+00,1.308567474018168753e+00,-8.525128523419619242e+00,-3.986409018360825840e-02,-4.759762704762724894e+00,9.031262762984552106e-01,-8.163708154441851050e+00,1.908124169624593414e+00,9.177828215779675336e-01,-1.037032135938496857e+01,2.433584014831129405e+00,8.707167429602634456e+00,5.788427710878059074e+00,7.867466936920360254e+00,8.275103415652429462e+00,5.623932050563520413e+00,-4.761354258497741299e+00,2.748426747607293219e+00,-1.223717034348537069e-01,-5.833915503802047375e+00,0.000000000000000000e+00
-7.044689815444550973e+00,5.948538576073832296e+00,3.443688434499737383e+00,8.581599857456501113e-01,2.579674452453377231e+00,2.205081549376309624e+00,-4.462200266203161902e+00,6.968605191847339952e+00,8.140862729545370158e+00,4.250460428139433589e+00,2.832372110144480981e+00,-8.441617909996085301e-01,7.507684240393324160e+00,3.252461981727803764e+00,-4.005109458732375671e+00,2.040835261166741521e+00,-5.278325953984681629e-01,-1.069843210977172454e+01,2.617918380228153374e+00,6.542638767185438020e+00,9.358984924689389473e+00,4.818718893716265050e+00,-8.186552337854642758e+00,-1.030760814614503307e+00,-8.219400180987186388e+00,-5.762542440430205026e+00,2.713554403067714560e+00,-6.303996941398829712e+00,6.506710578120838973e-01,1.848448767984371521e+00,8.695763563870963608e+00,4.034173760560289423e+00,8.808824871222970643e+00,-4.356393692436129506e+00,-4.946188717205571628e+00,2.758045851435864115e+00,8.847373636418121023e+00,9.842240167158772479e+00,2.728162413269923814e+00,-3.054484027139859670e+00,1.661977214118894652e+00,6.267385087941436339e+00,1.273460506939949166e+00,-6.539586419080391622e+00,-3.877536296639338076e+00,8.427323575948118872e+00,-1.832753293540964723e+00,7.478991268289925110e-02,-1.256528496750635826e+00,-5.859290640518628912e+00,-7.172494383885823943e+00,1.415775387370848293e+00,1.023117949004617877e+01,-2.574257770615922425e+00,4.167076580401020358e+00,-5.539102526281633132e+00,-8.521398057664358205e+00,-6.734569504950267849e+00,-5.823160083100516360e+00,-4.186388115136788990e+00,1.543105722836613403e+00,5.750098350713087392e+00,6.668941124668319453e+00,3.404980530501650726e+00,4.000000000000000000e+00
