f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,label
6.504546061033804172e+00,-7.437734069059497521e+00,5.012484500774351481e+00,4.744306409151699100e+00,-6.090898110949089173e+00,8.715783929325763069e+00,-5.009685785397366420e-01,8.221634891442327842e+00,-8.968089052354409674e+00,-7.602466268582014131e+00,-9.450015602053429831e+00,3.354799336295144929e+00,2.698938997330480039e+00,7.576301432583536499e-01,-9.370900144650049057e+00,7.628396774956643922e-01,-2.361321167195439052e+00,-3.203912938014739087e-01,-7.906958915094763007e+00,2.320859555324325640e+00,1.670645134879690463e+00,-9.462122979703300629e+00,8.258732447020091794e-01,8.167267126189379667e+00,5.489587279499448691e+00,1.002473340288190862e+01,1.094646944344766304e+01,7.705453521241176773e+00,-4.474080849383764935e+00,1.930037268287932983e+00,1.498466719616426079e+00,-6.581432617705699428e+00,1.000000000000000000e+00
6.623492281153145811e+00,-6.177284453553666843e+00,5.578782459843397490e+00,3.719800688130822319e+00,-5.761958811442648098e+00,9.200820626470397556e+00,-6.782011587932388341e-01,7.844320978346287276e+00,-8.358713375964198278e+00,-7.067466328898898809e+00,-8.616144432889587534e+00,2.819139442493913350e+00,2.499939249385508599e+00,9.888582603024960171e-01,-9.979638489968127857e+00,1.676760643985974797e+00,-2.179087846898530412e+00,-1.544100014226073458e+00,-7.451909815057336850e+00,3.152820887163464647e+00,5.450948362332459496e-01,-9.921907438576312188e+00,3.969176640559351377e+00,7.044398579065689781e+00,5.832167348065538270e+00,9.124027314988000015e+00,1.024432768746838285e+01,6.144279583576081727e+00,-3.787588346092886304e+00,2.464519477837031403e+00,-1.572061799902835233e+00,-6.695038185209041259e+00,1.000000000000000000e+00
-2.403255660695435836e+00,-9.873609868797702305e+00,4.050703788003142680e-01,1.110597193787838677e+01,-6.316746715518626765e+00,-7.655993980984144187e+00,4.041032862771459122e+00,2.754795940228672801e+00,3.219470209672321559e-01,-8.121134581292713150e+00,-4.897910587217933376e+00,8.474037025211456964e+00,-8.982364130598190499e-01,3.552457860344152007e-01,-8.588823382352867242e+00,-4.301393406139595754e+00,-2.280140199522492139e+00,1.918857345997808217e+00,8.986072742838887351e+00,2.065038656294552410e+00,5.195726388829637443e+00,-6.994290505803162361e+00,5.383972934863301418e+00,6.072526869767403745e+00,1.862077229297927294e+00,-1.353710665268719859e+00,-8.007393426217474186e+00,1.087151451798862301e+00,4.168823731517702358e-01,8.791661576824145286e+00,1.047781831400480090e+00,-2.451317830211282023e-01,2.000000000000000000e+00
1.191111375041942866e+00,7.310269849757837335e+00,-9.102923990177345104e+00,2.098146455787961884e+00,6.131188160679577948e+00,3.901105059608140024e+00,4.991476880432628604e+00,8.051119783748634795e-01,7.561747056097321007e+00,-6.458065860678354753e+00,-9.188350286706304715e+00,1.782467536847343048e+00,-7.192240452734943723e+00,1.057891099106726784e+01,-2.140624092180842375e+00,-6.152625949940044414e+00,-1.943167052319663135e-01,8.341436970566119768e+00,7.209489667779874544e+00,-5.711943005350365254e+00,-1.482340248385163983e+00,-6.596955832104446138e+00,8.924057595878451821e+00,4.781888468114526169e+00,2.699595134368311555e+00,7.664956722683486490e+00,5.495737736421760999e+00,2.650097949620091597e+00,-3.341566583412771685e+00,-6.811098059473684074e+00,-4.872958671979924716e+00,3.692267354237045218e+00,3.000000000000000000e+00
-8.038080931768313064e+00,-7.488347999223784690e+00,-4.136352407672010401e+00,6.684375641164543858e-01,6.672834397342992219e+00,-4.658741858077056541e+00,-6.075117067717378916e+00,-7.427289333825336293e+00,9.320237742036212580e+00,-5.225190201833269654e+00,-4.948736889361542879e+00,1.734794740075826791e+00,-8.927910845050543998e+00,8.483672469985274134e+00,9.615949962459339417e+00,-4.764203216164279997e-01,-8.728961353679142832e+00,-3.394351414573296921e+00,4.289830280433305276e+00,-6.630240241052785422e+00,1.245102632717009161e+00,-4.294977292385333101e+00,9.296550333425617652e+00,2.452951948240044366e+00,-4.869188656316777220e+00,-8.652779940247677715e+00,4.601602619545108297e+00,6.299791734736828630e+00,5.653231757697035675e+00,8.389625832403952543e+00,3.165373707031155170e+00,1.854215946434641493e+00,4.000000000000000000e+00
-6.640192375052968998e+00,2.462928791615942803e+00,-1.703287100453837688e+00,6.591641244513113840e+00,4.633103688112351293e+00,-5.619908726327099480e+00,-2.810566571752640463e+00,4.845915789635576232e+00,8.242024621173332122e+00,7.853900554581066729e+00,-2.512930379703070205e+00,5.939640565398008887e-01,3.878638575186649451e+00,4.059823522777713301e+00,-2.995999410393434648e+00,6.654205381374146411e-01,1.169327434827454049e+00,-9.953771339334959833e+00,5.856588100270062824e+00,9.213706401954381064e+00,-2.924974291246961400e+00,2.337352575574442870e+00,-8.135693162131667933e+00,-3.751800486105045351e+00,9.022803080206813320e+00,3.439946489166667121e+00,-2.979215597782999048e+00,4.670464142757439596e+00,-4.059943960793105155e+00,1.031349794586286617e+00,6.007094456882478006e+00,-1.300180244288879461e+00,0.000000000000000000e+00
-9.325788375992100754e+00,-8.578357504415986767e+00,-4.102557952838198574e+00,1.578328482249387488e+00,7.559166243834446242e+00,-3.453667475069660320e+00,-6.262510155227400510e+00,-7.357825712235578131e+00,9.612364518185341211e+00,-5.536386585140459005e+00,-4.924687854653273078e+00,1.955049657514979833e+00,-1.116569622568022169e+01,7.654562368055723987e+00,9.538286569068009868e+00,-1.026196281670626931e+00,-7.613736138242428453e+00,-3.835465344858268288e+00,5.333475081677268470e+00,-8.127053139061555243e+00,-4.388263161150287583e-01,-4.824794356754974700e+00,9.714244498327861521e+00,1.830068170769020064e+00,-3.551699964993261460e+00,-7.934638583658998989e+00,6.791686965743603643e+00,7.049693608647507048e+00,5.625438914046736016e+00,8.824368493820170301e+00,2.510769036548611943e+00,1.840696669905740102e+00,4.000000000000000000e+00
9.658391568490010126e-01,7.332500117812535301e+00,-8.069971039346080843e+00,4.510741688579125608e+00,5.085000874501495183e+00,5.200325355071450772e+00,5.850278672475185182e+00,2.134458879495442662e+00,8.378398243800614154e+00,-8.132733478911644553e+00,-9.506089731247257646e+00,1.291887257664631861e+00,-8.184707218497063508e+00,8.127142288908117962e+00,-5.014161268701466945e+00,-4.143686377404673493e+00,-6.924852401000642921e-01,7.932468031915405504e+00,8.377581027473841147e+00,-4.329301834049156028e+00,-4.274229460547696924e+00,-5.924533173596081781e+00,9.170727969084250475e+00,4.003645949883774868e+00,4.007353002594132185e+00,8.595827140373987874e+00,5.589094613889001195e+00,7.650438854092396213e-01,-4.257830875415717031e+00,-7.801903397714387900e+00,-3.464445947424156458e+00,2.131394029028046866e+00,3.000000000000000000e+00
5.505604725984516001e+00,-6.210276594015728513e+00,5.351773924161440377e+00,2.608710867353470242e+00,-5.010158446175974944e+00,7.361819764791810883e+00,-1.398882237752395064e+00,7.176918661839511770e+00,-9.123977243034378404e+00,-6.139253813487400180e+00,-8.659344912418095674e+00,3.767267373394010299e+00,1.923181966166082502e+00,7.876577345659753204e-01,-1.065381660020212529e+01,1.926918122159896996e+00,-2.106345213658059823e+00,-3.818514066893232695e-01,-7.382673925354340305e+00,2.498199686108050876e+00,7.595892629313377720e-01,-1.109898342645959524e+01,1.836712471657476975e+00,7.708166881112980207e+00,4.594974382295038851e+00,8.587494996586812590e+00,1.018031314245071073e+01,5.236946702198356007e+00,-5.106087130961804554e+00,2.358167332734463439e+00,-8.067443552439559351e-01,-5.118850099014454536e+00,1.000000000000000000e+00
-1.240384713190424870e+00,-1.089531593124498343e+01,-5.455878199608952261e-01,9.463628539942593676e+00,-7.814146428022573865e+00,-7.227789624409725278e+00,4.852729279601905255e+00,2.418565799166134678e+00,-9.828594098423840686e-01,-7.813601299264559152e+00,-5.594262291522359654e+00,7.473806144199188317e+00,-2.467995606163843281e+00,3.559348031156450709e-01,-8.270256701980832403e+00,-2.847177368991717472e+00,-9.897569762306117624e-01,1.545608403997996039e+00,8.156808510700130910e+00,3.107111418044581352e+00,3.929550813778107887e+00,-5.621146172183071776e+00,4.770069715723695758e+00,6.297704554752632689e+00,2.183059919377354330e+00,-1.453048265484759405e+00,-7.965606409963111645e+00,9.122366233399072932e-01,-7.886645608054887457e-01,9.363832337722106658e+00,-8.304958795098682511e-01,1.565775474436738701e+00,2.000000000000000000e+00
-8.677191250060978689e+00,-8.832115839734214546e+00,-3.596518268789724360e+00,2.220247018875650458e+00,6.712125672375742091e+00,-3.707031679269047864e+00,-6.361656267735199322e+00,-6.581074281187518693e+00,9.316163195881502546e+00,-6.012148089407465257e+00,-5.213078315559190656e+00,1.984507012574886264e+00,-8.568359798269504779e+00,7.868726326419736239e+00,8.662594378665405159e+00,-2.138087271933521993e-01,-9.009604469477965338e+00,-2.755285912137833471e+00,4.178409343847206081e+00,-7.719376383640691230e+00,7.510161409940774302e-01,-3.757721385053979901e+00,1.038998004818725818e+01,3.938264994946607089e+00,-4.206964440877872136e+00,-7.548157992671672645e+00,4.804061228293010188e+00,4.536363322320339897e+00,4.163844761661147587e+00,7.461252323531518016e+00,3.035746195352720722e+00,1.891726611251947743e+00,4.000000000000000000e+00
5.588894752935959609e+00,-6.493536779983200447e+00,4.880303995761066993e+00,4.812327100165113336e+00,-5.732052497721822348e+00,1.011481682683555405e+01,-1.261271662422399631e+00,7.107741606007889956e+00,-8.588519748406330478e+00,-4.708861592203834157e+00,-7.995650170042629235e+00,4.913703742723611434e+00,7.979013563519459229e-01,-4.532941234692620114e-01,-9.718261825740849957e+00,1.662967383734917259e+00,-2.330518761376632497e+00,3.473162631976569603e-01,-7.692291726090559223e+00,1.544635360249378309e+00,2.904429344388321343e+00,-9.722998852806485459e+00,2.571483650160027334e+00,9.430919484463887059e+00,5.794457138617339353e+00,8.649537329360279969e+00,9.301344375743777704e+00,4.724820594201212032e+00,-5.283299917422501935e+00,1.897159339132164169e+00,4.997112676106402196e-02,-4.672441963375902674e+00,1.000000000000000000e+00
5.228734337891240536e+00,-8.679779650440544003e+00,2.187369329064926760e+00,3.662384149103506292e+00,-4.248434578226008895e+00,8.043799455984963487e+00,-1.492298214409125467e+00,8.889015973812634641e+00,-8.626887830166987570e+00,-5.847902171465594989e+00,-8.080087484704586487e+00,3.739620613214251765e+00,1.244330293868172621e+00,1.371012907607787490e+00,-8.409286258773356337e+00,1.238740684582014362e+00,-3.308625834006591049e+00,6.843440404486709205e-01,-8.040211045557438041e+00,3.224160705736289323e+00,1.715240501124725370e+00,-1.163338011647115700e+01,1.392013819493404636e+00,9.663191443114058643e+00,5.996945396690775532e+00,9.257238604204964361e+00,8.389195669360017149e+00,6.657879528713939621e+00,-5.236822034817503635e+00,1.862374633744636077e+00,2.551556613459805556e-01,-5.421279211825987154e+00,1.000000000000000000e+00
-7.144516693037448185e+00,3.934578524747456285e+00,-2.666105858728254674e+00,7.069523369228051024e+00,4.782861186814214349e+00,-3.891655566374581099e+00,-5.123560863556830824e+00,6.026912380348765197e+00,1.083605359255328260e+01,7.553194991185566032e+00,-2.951777335932373347e+00,-2.707327004891876276e-01,4.430802012306513049e+00,2.870982609738691682e+00,-2.863057279856959791e+00,1.650889893007205345e+00,2.891820906073008235e-01,-9.184813909206487992e+00,6.926251153691022289e+00,6.641247119914511110e+00,-1.737740036024017609e+00,1.911661580555892526e+00,-8.658854010668164847e+00,-3.083767022548429715e+00,9.323755849214300895e+00,2.448701744047813378e+00,-1.675690508656576316e+00,6.632788543981271268e+00,-4.321096816299009546e+00,1.083522198369117007e+00,8.170074637666035144e+00,-1.404488930073194863e+00,0.000000000000000000e+00
5.895836188978639925e+00,-7.942866887994517455e+00,4.709119767110553134e+00,4.313542904532078559e+00,-5.888829680887609719e+00,7.845520725546517582e+00,-1.234470812702138875e+00,6.236821826314669970e+00,-8.354610087675641950e+00,-5.939479424270679431e+00,-9.532125097779127643e+00,4.615591902246968914e+00,1.871513390400123766e+00,-6.675382019813715928e-01,-8.245300636645149339e+00,-2.202127704985477052e-01,-4.742626179983317591e+00,1.421430561645353308e+00,-7.847867382555082649e+00,2.565130201796056664e+00,7.154880340647719050e-01,-8.880425352953070117e+00,3.418742513270762284e+00,7.793756881806270798e+00,5.961666185248280847e+00,1.114806862560362077e+01,1.063274893445833946e+01,5.793546012708317150e+00,-3.594375039759850399e+00,7.680185623092070646e-01,4.089935725322915161e-01,-5.567307348633737440e+00,1.000000000000000000e+00
-2.014190749274662462e+00,-8.643696139816775315e+00,-2.340646692913703752e+00,1.072494923856208793e+01,-5.721643509798777671e+00,-8.476472629269615311e+00,4.821230821160186863e+00,1.883162845317673195e+00,-1.992298598870777537e-01,-7.890832530112843912e+00,-5.455668618006545678e+00,8.936366204752877351e+00,-2.404173943909179378e+00,4.702511361895611586e-02,-9.503139813712929040e+00,-4.294821379141329665e+00,-4.759227020285671239e-01,1.972251642968077423e+00,7.506055470076761438e+00,3.211861920439104789e+00,4.232604212248613607e+00,-7.208154661763564341e+00,4.781407687843293175e+00,6.301285026063704997e+00,2.906972992123789012e+00,-1.465322072313497204e+00,-6.390995406701443393e+00,1.806006133598209829e+00,3.638420155335139183e-01,8.531782400112815523e+00,-5.560015633615331687e-01,5.675599784199435449e-01,2.000000000000000000e+00
-6.579457036215362820e+00,2.425157085401299817e+00,-7.451264302348197255e-01,5.614102731846100092e+00,6.372725061076595310e+00,-5.140014792322985748e+00,-4.211652532743475064e+00,6.433956397685547834e+00,9.782547941686759785e+00,6.895360443916995763e+00,-3.144651453573029443e+00,1.471483922006786793e+00,3.412763264356963422e+00,5.205557995608201871e+00,-3.084735049702535203e+00,7.322217940851480922e-01,-2.238740531119393085e-01,-1.016265328920881927e+01,6.722417181705969469e+00,7.927173995304546139e+00,-2.578279854499348822e+00,1.589759736137358548e+00,-8.090408512109634742e+00,-2.712076083698170326e+00,9.076112423009705665e+00,2.921066318694561570e+00,-1.638856176633056494e+00,5.637879474745741248e+00,-4.968211854798149751e+00,2.588433720577245634e+00,6.841975552171964736e+00,-1.126392879221584042e+00,0.000000000000000000e+00
-5.861507249665081076e+00,3.756734847098516461e+00,-2.312763802016582382e+00,6.813996842657558339e+00,5.329677126076889593e+00,-5.022987670018500772e+00,-4.971738670253788683e+00,6.582552829238622394e+00,7.988305986633045030e+00,7.959718114243080400e+00,-2.092627881365090481e+00,2.898486687142655741e-02,2.528586915901267496e+00,5.059018636679970982e+00,-2.592068584743147053e+00,1.444491265501645527e+00,-1.256932948535610661e+00,-1.001605717402492246e+01,3.802239441416625176e+00,8.005535045910056269e+00,-2.783589113551982575e+00,1.198364748792166479e+00,-7.950114536997064718e+00,-3.219928040741751651e+00,9.024230318688461594e+00,4.148491498516568399e+00,-2.396927654137082087e+00,6.518206313143733333e+00,-3.321906010662159403e+00,6.938271118812685545e-01,8.185550053697422612e+00,-1.119648733124099849e+00,0.000000000000000000e+00
5.905539965722031326e+00,-6.590011551944885859e+00,3.826162955126378495e+00,3.748691070794877511e+00,-5.808282657722970477e+00,7.733207067133824886e+00,-8.953463338024203466e-01,8.229812168921924354e+00,-9.197003566975098465e+00,-7.325773155012060833e+00,-9.841216627800582373e+00,5.237888605125804453e+00,2.228653626010053124e+00,5.373531450446562552e-01,-1.112675897622836452e+01,1.062031875106455248e+00,-3.783456009918586105e+00,-1.290741545314283867e+00,-8.220126884355941854e+00,1.601417975349119782e+00,-1.617696066262941379e-01,-1.041525248234084700e+01,2.727669276990860592e+00,7.962499088120090107e+00,6.270737383394929587e+00,1.041665806755788104e+01,9.346222910104916792e+00,7.523138072065478354e+00,-3.950954698849169056e+00,2.595661739545381153e+00,-6.752845688312845152e-01,-6.197525144635626759e+00,1.000000000000000000e+00
-7.564965800013162323e+00,2.486350635337454040e+00,-8.986665051467794818e-01,5.667124322504315082e+00,5.079106195070901997e+00,-3.830296672809513581e+00,-5.567723468302485657e+00,6.239810347407049207e+00,8.772377855240138800e+00,8.028548800257221174e+00,-4.355258092421608218e+00,-1.357578607779874158e+00,3.277063468403340618e+00,4.955025070181314106e+00,-2.993870157427172440e+00,1.770805979390268181e+00,3.558428226598090993e-01,-8.866791996605595472e+00,5.485796465906063624e+00,7.781003224235643501e+00,-1.657890470996473242e+00,3.333606200496575411e+00,-9.551914942051011437e+00,-2.447101881570754145e+00,8.794447769935310077e+00,4.355136332551225564e+00,-2.834227760895845272e+00,5.175479099900113233e+00,-3.051430244329202068e+00,1.367269400764592246e+00,7.535908032063344031e+00,-1.253318279507689814e+00,0.000000000000000000e+00
7.330637687146223769e+00,-8.361867162640589157e+00,2.464637057063391090e+00,3.948576439379113623e+00,-5.047372626509281979e+00,7.487941801630121574e+00,-5.494613977996827270e-01,8.630870460922260179e+00,-8.855649478601733904e+00,-6.304850667783354012e+00,-9.703507581851409824e+00,4.155672783092004607e+00,9.632714220196545440e-01,4.651276885593848553e-01,-1.086625338612713776e+01,2.989853750897672136e+00,-2.849224397034082923e+00,9.843792635546233516e-01,-7.962064839605630162e+00,1.957696045563160459e+00,1.571181066968476481e+00,-9.419764931875624470e+00,4.120424650708025993e+00,8.332331537156701273e+00,4.646845444869001085e+00,9.234871323317806358e+00,9.201410548713763404e+00,5.616849022222374366e+00,-3.722348761324821176e+00,1.763703386072025703e+00,1.317108622360019243e-01,-6.128653032122295841e+00,1.000000000000000000e+00
