f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
-3.011799948274875849e+00,2.655328064179056202e+00,-2.960739860315139360e+00,-5.556868321220737705e+00,-4.939154948770569931e+00,-2.279559008580310575e+00,-8.546621353645782904e+00,3.190641389678207318e+00,5.283615352512951446e+00,9.171642106369649383e+00,-2.288434863210544457e+00,-4.401906749133503993e+00,-2.495442877372292312e+00,6.563757168604202441e+00,7.337320807790664645e+00,-1.262792517941604409e+00,-9.862904318726148034e+00,-8.556737297520161434e+00,-7.299104992147678495e+00,2.167474805803812465e+00,-7.626380059801919131e+00,-4.369269216537803757e+00,-9.055510125232002494e+00,2.555929944927955777e+00,-9.690655874500171407e+00,7.055556220894038333e+00,-4.135866242092482103e+00,5.451083061574186317e+00,1.095903696456123733e+00,-9.423092593054578359e+00,1.365234383174178667e+00,3.183127976441528340e+00
-6.113453569419879940e+00,3.934393429472453185e+00,9.000678259956776728e+00,7.841075922022842093e+00,9.795976317941498479e+00,6.267805816796484741e+00,9.124190636200608662e-01,-9.871823155744188227e-01,7.835578575080864638e+00,9.383363090572808929e+00,1.769455889309574648e+00,-2.834143028944799525e+00,-3.594639478930548027e+00,7.516264884865423213e+00,-5.628479452263347227e+00,4.767754786078408635e+00,-2.680359651861343284e+00,5.908515892998872587e+00,5.579565142071228223e+00,4.171771552035163033e+00,2.490410515612268227e+00,-8.110632083755930921e-02,6.862594353878813891e+00,4.251499144594063750e+00,-1.176361127529983230e+00,-9.384348740844227876e+00,-2.640456378483884592e+00,4.684513215926681795e+00,-4.960126741330140310e-01,-2.959865486403860935e+00,2.821339036835490255e+00,-7.409585698109431462e+00
-8.548729376361350774e+00,-8.931676904550275964e+00,-3.398249478778018862e+00,1.892978554611648878e+00,7.182608747648567160e+00,-4.286134344664088047e+00,-6.582367181731198613e+00,-7.323361041648278835e+00,9.920369683813603956e+00,-6.492025305239161881e+00,-3.656781786444100568e+00,1.311360373708296612e+00,-9.919446072066584463e+00,8.025725370728103769e+00,9.572976342875364253e+00,1.062042701201003636e+00,-8.287442057053365119e+00,-3.287018543808094773e+00,4.651019073117725888e+00,-7.134005696712808486e+00,1.146617727110671225e+00,-4.520633720838899805e+00,9.373804506752335897e+00,3.417609012116766820e+00,-5.015341245049150132e+00,-7.734645725462141463e+00,5.526922762204814710e+00,5.617159484415433113e+00,5.189360818113767593e+00,8.286251257100035517e+00,3.203018225155877641e+00,1.334967070727046901e+00
-6.506981074724903280e+00,4.921502471870511819e+00,-7.340394414852619676e+00,-2.853563908209291178e+00,2.182023306406677410e+00,-7.841154418759868072e+00,6.038277476089817242e+00,8.977873672031785546e+00,9.822831852062204661e+00,7.354362148112721265e+00,2.461971303294134383e+00,8.530809628626622398e+00,4.282169230956506922e+00,4.319868701940050570e+00,-8.839364474547178219e+00,-1.019384950265453060e+00,-4.315363044745371468e+00,-3.312140232221698177e+00,-8.625388313541826335e+00,5.104988035356304188e+00,-2.143060411960928668e-02,3.052398273917841021e+00,2.826366092299410049e+00,-2.396117850186939791e+00,-1.234461646753804986e+00,-2.098443751702914639e+00,-5.475407106362213394e-01,1.010496894421192593e+01,-2.913149027997085749e+00,-9.586134357913328685e+00,8.523928748382992637e+00,7.487301440322564616e+00
-6.313028736378530681e+00,4.168582837014600528e+00,5.400388232683472900e-01,3.461079137111301218e+00,4.174216898186972280e+00,-5.315547731856874458e-01,-4.813722271777931994e+00,6.024092070909165209e+00,8.163360060955703545e+00,6.063222441200132096e+00,4.785870528203339802e-01,-2.082768854916149381e-01,5.367916948857366144e+00,3.712352982317645100e+00,-2.892372817839068411e+00,8.329944086018865601e-01,-1.080475436596818106e+00,-9.538748210450268772e+00,3.453693602292775555e+00,7.314746114859625337e+00,3.187061239303887294e+00,2.994195501300859430e+00,-8.453773026035783289e+00,-2.109401491704827158e+00,-2.679607983853986575e-01,-1.751042770759230427e+00,-4.714335121993268318e-01,-3.579648132340311761e-01,-1.192859732753481117e+00,8.765095011951737902e-01,7.424172590516203485e+00,1.597656176506250247e+00
1.529384280870930812e+00,-3.167687786240717340e+00,-1.953863906124063465e+00,5.690768220661492904e+00,-2.576180934145670953e+00,1.735648280661268306e+00,3.161090688977521435e+00,3.714968183549175684e+00,3.527178035585887272e-02,-7.030128446659816177e+00,-7.922106633579993229e+00,4.458390692037654368e+00,-2.547195097213107218e+00,3.362548315237357865e+00,-7.509314043392599558e+00,-2.983264336516601389e+00,-1.813928965971873364e+00,3.593782545312766974e+00,2.760782611195759628e+00,-8.758157362904683829e-02,8.002485178696644441e-01,-7.766683155312401610e+00,5.143863043113786837e+00,6.299618553201168147e+00,4.352033638266011195e+00,5.563519015692458325e+00,2.625964932123450168e+00,3.027270254235924885e+00,-2.616526592840175525e+00,1.530621793665060126e+00,-1.413468030835021594e+00,-9.018470955687478696e-01
-2.893441430104528589e+00,2.731700381252062826e+00,-2.272349455691223596e+00,-5.703394266449172356e+00,-5.649183374139649771e+00,-1.373222973930880109e+00,-8.491587706563599625e+00,3.243420513401927607e+00,5.232520634145591210e+00,8.598736153127857662e+00,-2.573877119696656557e+00,-4.417608689209826522e+00,-2.454750281332221284e+00,6.228068098141637421e+00,8.332082340383317742e+00,-1.412296657392951849e+00,-9.884227003094936848e+00,-9.226779876560438964e+00,-7.041289699194632767e+00,1.958455817132364274e+00,-7.937979079266382243e+00,-3.925435017482557853e+00,-8.607054094850722592e+00,2.613785811437660200e+00,-9.320750583243778919e+00,7.292688651091288499e+00,-3.624505788843424448e+00,4.828574576378183103e+00,1.043096162185175313e+00,-9.583502012344807142e+00,1.130675342967222274e+00,3.193499730658790448e+00
-6.642822682348137775e+00,4.390501811221308337e+00,-7.377547017195194456e+00,-2.458477237498946089e+00,2.185183406025987818e+00,-8.023565978097485285e+00,6.002247773309704826e+00,8.766290361762822059e+00,9.406432050097814468e+00,7.762958599132892878e+00,2.832248927823326046e+00,8.771360977928663871e+00,4.623556588660261646e+00,4.423230131825536482e+00,-9.359933460112833004e+00,-1.472159002392737115e+00,-4.390034014544456298e+00,-3.332003217214360991e+00,-8.354276001373621696e+00,5.413812945576156999e+00,2.034423947689985024e-01,3.345387650390509560e+00,2.430199281601972849e+00,-2.615145893929788024e+00,-9.910159848235766678e-01,-1.451139360639626119e+00,-3.360911821333173455e-01,9.568056861608429386e+00,-2.143119807639293217e+00,-9.901338580193579375e+00,8.462338607057365181e+00,7.368093476243392281e+00
8.091506791914294894e+00,-4.452142225278244325e+00,-4.768588022401839766e+00,3.925137530654490003e+00,8.089945196877046385e+00,9.712291655483012320e+00,2.912684522290255540e+00,-3.376166314347779362e+00,2.130557375766876760e+00,6.435878012312942431e+00,2.500252547958555116e+00,-7.662933614579644725e+00,-4.300229618653686359e+00,9.815570279422239253e+00,-1.491797300109616753e+00,1.447881085816084878e+00,5.759309108856900394e-01,-6.015654019658877694e+00,-6.606807721965179070e+00,1.325854958212586698e-01,9.815231578736057116e+00,-2.232563434597657270e+00,4.235691383853809278e+00,-6.417371120458365219e+00,-8.712627393494118522e+00,-6.801338664767691888e+00,-6.814698160253185755e+00,-4.325598149137677595e+00,7.453582693801644732e-01,5.363401212224029102e+00,7.693888492901931997e+00,2.772632546663148290e+00
-2.943979296210107677e+00,2.452249002142993906e+00,-3.518989240664979867e+00,-5.919302760238148942e+00,-5.498814793273619550e+00,-1.386252178031405879e+00,-8.699619155174481477e+00,2.700466187929884132e+00,4.665908434410662942e+00,8.712967121987013286e+00,-2.563710938862859390e+00,-3.607483018796015184e+00,-2.752001178394387182e+00,6.730272481275219931e+00,7.738766607225160854e+00,-1.325149853072841388e+00,-9.966614241678621866e+00,-9.360522890286377518e+00,-7.272200815465586388e+00,1.879117918730394354e+00,-8.245480780632744811e+00,-4.241282543406581951e+00,-9.027498017645086748e+00,2.569363003110789467e+00,-9.360329826565140010e+00,6.836806647555974337e+00,-3.604952553497660084e+00,5.160171772673472823e+00,1.470865286215715884e+00,-8.980018664362560799e+00,1.406023634096952524e+00,3.085117396981914339e+00
